Existing Gen (MW),Op Condition,Status,Candidate Gen (MW),Time,Load Shed Cost (M$),Demand (MW),Op Cost (M$),Congestion,Load Shed (MW),% LS,% UU,2000,,0,51.62617969
4366.055988,7,OPTIMAL,1032.058692,6,0,5398.11468,16.75601281,Yes,0,0,51.60293461,,,,
4373.860185,8,OPTIMAL,1142.775975,6,0,5516.63616,6.272681987,Yes,0,0,57.13879875,,,,
4377.203959,9,OPTIMAL,1209.467621,6,0,5586.67158,18.9835377,Yes,0,0,60.47338106,,,,
4346.048116,10,OPTIMAL,933.5450843,6,0,5279.5932,27.47073541,Yes,0,0,46.67725421,,,,
4373.860185,11,OPTIMAL,1142.775975,6,0,5516.63616,3.252501771,Yes,0,0,57.13879875,,,,
4368.539141,12,OPTIMAL,1067.286919,6,0,5435.82606,35.27333296,Yes,0,0,53.36434593,,,,
4374.569658,13,OPTIMAL,1152.841182,6,0,5527.41084,16.5328409,Yes,0,0,57.64205912,,,,
4335.176346,14,OPTIMAL,885.1561138,6,0,5220.33246,33.97116326,Yes,0,0,44.25780569,,,,
4352.966515,15,OPTIMAL,964.3380655,6,0,5317.30458,23.47207657,Yes,0,0,48.21690327,,,,
4330.234633,16,OPTIMAL,863.1611273,6,0,5193.39576,21.53704172,Yes,0,0,43.15805636,,,,
4376.788398,17,OPTIMAL,1279.918602,6,0,5656.707,18.90870026,Yes,0,0,63.99593008,,,,
4333.199661,18,OPTIMAL,876.3581192,6,0,5209.55778,25.30838922,Yes,0,0,43.81790596,,,,
4370.667559,19,OPTIMAL,1097.482541,6,0,5468.1501,11.61057819,Yes,0,0,54.87412705,,,,
4362.849941,20,OPTIMAL,1008.328039,6,0,5371.17798,10.69255927,Yes,0,0,50.41640193,,,,
4371.022295,21,OPTIMAL,1102.515145,6,0,5473.53744,33.37611724,Yes,0,0,55.12575724,,,,
4317.386178,22,OPTIMAL,805.9741622,6,0,5123.36034,31.21088681,Yes,0,0,40.29870811,,,,
4373.860185,23,OPTIMAL,1142.775975,6,0,5516.63616,14.9847403,Yes,0,0,57.13879875,,,,
4356.919885,24,OPTIMAL,981.9340547,6,0,5338.85394,26.82397047,Yes,0,0,49.09670274,,,,
4376.239611,25,OPTIMAL,1178.107929,6,0,5554.34754,5.152394121,Yes,0,0,58.90539646,,,,
4328.257947,26,OPTIMAL,854.3631326,6,0,5182.62108,17.38222059,Yes,0,0,42.71815663,,,,
4328.257947,27,OPTIMAL,854.3631326,6,0,5182.62108,29.58216423,Yes,0,0,42.71815663,,,,
4316.397835,28,OPTIMAL,801.5751649,6,0,5117.973,15.10747647,Yes,0,0,40.07875824,,,,
4374.910488,29,OPTIMAL,1157.887692,6,0,5532.79818,36.01784545,Yes,0,0,57.89438462,,,,
4365.701252,30,OPTIMAL,1027.026088,6,0,5392.72734,3.618638817,Yes,0,0,51.35130442,,,,
4377.214364,31,OPTIMAL,1225.619236,6,0,5602.8336,28.39615486,Yes,0,0,61.28096178,,,,
4316.397835,32,OPTIMAL,801.5751649,6,0,5117.973,19.15032228,Yes,0,0,40.07875824,,,,
4363.838284,33,OPTIMAL,1012.727036,6,0,5376.56532,13.18407177,Yes,0,0,50.6363518,,,,
4331.222975,34,OPTIMAL,867.5601246,6,0,5198.7831,33.15738244,Yes,0,0,43.37800623,,,,
4347.036458,35,OPTIMAL,937.9440816,6,0,5284.98054,6.295955362,Yes,0,0,46.89720408,,,,
4376.873592,36,OPTIMAL,1269.058728,6,0,5645.93232,36.17932622,Yes,0,0,63.45293642,,,,
4377.228858,37,OPTIMAL,1214.830062,6,0,5592.05892,29.74755286,Yes,0,0,60.74150312,,,,
4343.083088,38,OPTIMAL,920.3480923,6,0,5263.43118,20.77693682,Yes,0,0,46.01740462,,,,
4353.954857,39,OPTIMAL,968.7370628,6,0,5322.69192,16.14911222,Yes,0,0,48.43685314,,,,
4357.908228,40,OPTIMAL,986.333052,6,0,5344.24128,32.11462907,Yes,0,0,49.3166526,,,,
4325.292919,41,OPTIMAL,841.1661407,6,0,5166.45906,17.96431477,Yes,0,0,42.05830703,,,,
4330.234633,42,OPTIMAL,863.1611273,6,0,5193.39576,9.199238927,Yes,0,0,43.15805636,,,,
4331.222975,43,OPTIMAL,867.5601246,6,0,5198.7831,32.83231006,Yes,0,0,43.37800623,,,,
4374.910488,44,OPTIMAL,1157.887692,6,0,5532.79818,1.04906346,Yes,0,0,57.89438462,,,,
4377.253756,45,OPTIMAL,1220.192504,6,0,5597.44626,36.16354432,Yes,0,0,61.00962519,,,,
4366.055988,46,OPTIMAL,1032.058692,6,0,5398.11468,26.37939855,Yes,0,0,51.60293461,,,,
4346.048116,47,OPTIMAL,933.5450843,6,0,5279.5932,31.66305647,Yes,0,0,46.67725421,,,,
4337.153032,48,OPTIMAL,893.9541085,6,0,5231.10714,28.92320526,Yes,0,0,44.69770542,,,,
4316.397835,1,OPTIMAL,801.5751649,7,0,5117.973,19.575885,Yes,0,0,40.07875824,,,,
4370.664766,2,OPTIMAL,1097.442914,7,0,5468.10768,24.60040549,Yes,0,0,54.87214571,,,,
4375.467568,3,OPTIMAL,1448.289392,7,0,5823.75696,36.29865855,Yes,0,0,72.41446958,,,,
4377.195333,4,OPTIMAL,1207.609767,7,0,5584.8051,30.05510766,Yes,0,0,60.38048837,,,,
4377.195333,5,OPTIMAL,1207.609767,7,0,5584.8051,44.19868774,Yes,0,0,60.38048837,,,,
4367.737493,6,OPTIMAL,1055.914027,7,0,5423.65152,5.123282595,Yes,0,0,52.79570133,,,,
4376.91753,7,OPTIMAL,1263.45777,7,0,5640.3753,28.62327338,Yes,0,0,63.17288851,,,,
4376.72391,8,OPTIMAL,1185.85311,7,0,5562.57702,11.49589702,Yes,0,0,59.2926555,,,,
4361.262367,9,OPTIMAL,1001.261933,7,0,5362.5243,26.51286297,Yes,0,0,50.06309663,,,,
4377.181159,10,OPTIMAL,1229.852021,7,0,5607.03318,10.6580855,Yes,0,0,61.49260105,,,,
4377.137221,11,OPTIMAL,1235.452979,7,0,5612.5902,2.726954751,Yes,0,0,61.77264896,,,,
4350.04818,12,OPTIMAL,951.3489002,7,0,5301.39708,39.90776678,Yes,0,0,47.56744501,,,,
4373.226129,13,OPTIMAL,1133.780691,7,0,5507.00682,36.97897513,Yes,0,0,56.68903455,,,,
4376.082704,14,OPTIMAL,1369.875976,7,0,5745.95868,4.145453991,Yes,0,0,68.49379882,,,,
4376.6539,15,OPTIMAL,1297.06352,7,0,5673.71742,0.480416424,Yes,0,0,64.85317598,,,,
4377.221015,16,OPTIMAL,1213.141105,7,0,5590.36212,8.378221033,Yes,0,0,60.65705523,,,,
4368.835221,17,OPTIMAL,1071.487359,7,0,5440.32258,30.39446071,Yes,0,0,53.57436797,,,,
4355.145538,18,OPTIMAL,974.0366422,7,0,5329.18218,28.44044313,Yes,0,0,48.70183211,,,,
4377.005406,19,OPTIMAL,1252.255854,7,0,5629.26126,38.43166516,Yes,0,0,62.61279269,,,,
4376.396883,20,OPTIMAL,1180.623117,7,0,5557.02,36.43878312,Yes,0,0,59.03115584,,,,
4374.323856,21,OPTIMAL,1149.354024,7,0,5523.67788,25.36118646,Yes,0,0,57.4677012,,,,
4361.262367,22,OPTIMAL,1001.261933,7,0,5362.5243,20.67104571,Yes,0,0,50.06309663,,,,
4350.04818,23,OPTIMAL,951.3489002,7,0,5301.39708,16.18481653,Yes,0,0,47.56744501,,,,
4375.379692,24,OPTIMAL,1459.491308,7,0,5834.871,13.53413349,Yes,0,0,72.9745654,,,,
4375.42363,25,OPTIMAL,1453.89035,7,0,5829.31398,25.17733574,Yes,0,0,72.69451749,,,,
4376.785715,26,OPTIMAL,1280.260645,7,0,5657.04636,10.29281303,Yes,0,0,64.01303225,,,,
4373.226129,27,OPTIMAL,1133.780691,7,0,5507.00682,3.941332773,Yes,0,0,56.68903455,,,,
4377.143967,28,OPTIMAL,1196.547093,7,0,5573.69106,14.10999308,Yes,0,0,59.82735466,,,,
4375.511507,29,OPTIMAL,1442.688433,7,0,5818.19994,35.76263124,Yes,0,0,72.13442167,,,,
4375.511507,30,OPTIMAL,1442.688433,7,0,5818.19994,1.856191933,Yes,0,0,72.13442167,,,,
4367.737493,31,OPTIMAL,1055.914027,7,0,5423.65152,36.31838106,Yes,0,0,52.79570133,,,,
4370.664766,32,OPTIMAL,1097.442914,7,0,5468.10768,41.84368036,Yes,0,0,54.87214571,,,,
4376.961468,33,OPTIMAL,1257.856812,7,0,5634.81828,8.45777285,Yes,0,0,62.8928406,,,,
4376.566024,34,OPTIMAL,1308.265436,7,0,5684.83146,19.86340315,Yes,0,0,65.4132718,,,,
4354.126066,35,OPTIMAL,969.4990938,7,0,5323.62516,13.81309175,Yes,0,0,48.47495469,,,,
4358.203953,36,OPTIMAL,987.6492875,7,0,5345.85324,41.19277722,Yes,0,0,49.38246437,,,,
4375.643321,37,OPTIMAL,1425.885559,7,0,5801.52888,43.0407375,Yes,0,0,71.29427793,,,,
4351.067651,38,OPTIMAL,955.8864486,7,0,5306.9541,25.41674575,Yes,0,0,47.79432243,,,,
4350.04818,39,OPTIMAL,951.3489002,7,0,5301.39708,25.8291935,Yes,0,0,47.56744501,,,,
4346.989765,40,OPTIMAL,937.7362549,7,0,5284.72602,21.53758672,Yes,0,0,46.88681275,,,,
4376.396883,41,OPTIMAL,1180.623117,7,0,5557.02,13.5913146,Yes,0,0,59.03115584,,,,
4375.033901,42,OPTIMAL,1159.758019,7,0,5534.79192,5.714003344,Yes,0,0,57.98790093,,,,
4376.065851,43,OPTIMAL,1175.397129,7,0,5551.46298,3.042726548,Yes,0,0,58.76985647,,,,
4375.731198,44,OPTIMAL,1414.683642,7,0,5790.41484,11.07411658,Yes,0,0,70.73418211,,,,
4368.469312,45,OPTIMAL,1066.296248,7,0,5434.76556,19.28743507,Yes,0,0,53.31481242,,,,
4357.184481,46,OPTIMAL,983.111739,7,0,5340.29622,31.08085766,Yes,0,0,49.15558695,,,,
4372.86022,47,OPTIMAL,1128.58958,7,0,5501.4498,3.010370921,Yes,0,0,56.42947901,,,,
4377.221015,48,OPTIMAL,1213.141105,7,0,5590.36212,22.30258838,Yes,0,0,60.65705523,,,,
4376.434209,1,OPTIMAL,1325.068311,8,0,5701.50252,21.01998212,Yes,0,0,66.25341553,,,,
4373.781975,2,OPTIMAL,1141.666425,8,0,5515.4484,35.76843102,Yes,0,0,57.08332123,,,,
4354.390662,3,OPTIMAL,970.6767781,8,0,5325.06744,29.75207802,Yes,0,0,48.53383891,,,,
4377.019829,4,OPTIMAL,1250.417371,8,0,5627.4372,26.40412583,Yes,0,0,62.52086857,,,,
4375.647346,5,OPTIMAL,1425.372494,8,0,5801.01984,10.48161043,Yes,0,0,71.26862469,,,,
4363.635946,6,OPTIMAL,1011.826454,8,0,5375.4624,35.48712225,Yes,0,0,50.59132269,,,,
4376.090082,7,OPTIMAL,1368.935358,8,0,5745.02544,10.36163539,Yes,0,0,68.44676788,,,,
4376.842734,8,OPTIMAL,1272.992226,8,0,5649.83496,0.836514645,Yes,0,0,63.64961129,,,,
4365.301824,9,OPTIMAL,1021.359456,8,0,5386.66128,17.6173548,Yes,0,0,51.06797279,,,,
4376.887008,10,OPTIMAL,1267.348512,8,0,5644.23552,22.55921861,Yes,0,0,63.36742561,,,,
4354.390662,11,OPTIMAL,970.6767781,8,0,5325.06744,18.60897764,Yes,0,0,48.53383891,,,,
4375.514525,12,OPTIMAL,1442.303635,8,0,5817.81816,6.92924429,Yes,0,0,72.11518173,,,,
4376.931281,13,OPTIMAL,1261.704799,8,0,5638.63608,18.12140929,Yes,0,0,63.08523993,,,,
4376.66564,14,OPTIMAL,1295.56708,8,0,5672.23272,14.64813503,Yes,0,0,64.77835402,,,,
4376.134356,15,OPTIMAL,1363.291644,8,0,5739.426,1.339364903,Yes,0,0,68.16458219,,,,
4376.001535,16,OPTIMAL,1380.222785,8,0,5756.22432,41.66470549,Yes,0,0,69.01113924,,,,
4354.390662,17,OPTIMAL,970.6767781,8,0,5325.06744,12.81456544,Yes,0,0,48.53383891,,,,
4376.975555,18,OPTIMAL,1256.061085,8,0,5633.03664,25.12559533,Yes,0,0,62.80305425,,,,
4375.470252,19,OPTIMAL,1447.947348,8,0,5823.4176,27.99634941,Yes,0,0,72.39736742,,,,
4360.554185,20,OPTIMAL,998.1098952,8,0,5358.66408,27.5009287,Yes,0,0,49.90549476,,,,
4375.116063,21,OPTIMAL,1493.097057,8,0,5868.21312,11.62563511,Yes,0,0,74.65485287,,,,
4376.399998,22,OPTIMAL,1329.429362,8,0,5705.82936,35.427674,Yes,0,0,66.47146811,,,,
4376.17863,23,OPTIMAL,1357.64793,8,0,5733.82656,24.32385973,Yes,0,0,67.88239651,,,,
4375.735893,24,OPTIMAL,1414.085067,8,0,5789.82096,27.80495395,Yes,0,0,70.70425333,,,,
4374.150678,25,OPTIMAL,1146.897162,8,0,5521.04784,17.67309755,Yes,0,0,57.34485812,,,,
4368.251442,26,OPTIMAL,1063.205358,8,0,5431.4568,39.6875326,Yes,0,0,53.1602679,,,,
4375.603073,27,OPTIMAL,1431.016207,8,0,5806.61928,24.69084219,Yes,0,0,71.55081037,,,,
4376.399998,28,OPTIMAL,1329.429362,8,0,5705.82936,34.09762481,Yes,0,0,66.47146811,,,,
4375.381704,29,OPTIMAL,1459.234776,8,0,5834.61648,25.82526887,Yes,0,0,72.96173878,,,,
4369.726251,30,OPTIMAL,1084.128309,8,0,5453.85456,18.67997442,Yes,0,0,54.20641545,,,,
4376.222903,31,OPTIMAL,1352.004217,8,0,5728.22712,22.10902358,Yes,0,0,67.60021083,,,,
4376.355724,32,OPTIMAL,1335.073076,8,0,5711.4288,37.28485076,Yes,0,0,66.75365379,,,,
4371.20106,33,OPTIMAL,1105.05126,8,0,5476.25232,0.460630025,Yes,0,0,55.25256301,,,,
4375.20461,34,OPTIMAL,1481.80963,8,0,5857.01424,38.78933035,Yes,0,0,74.0904815,,,,
4367.145335,35,OPTIMAL,1047.513145,8,0,5414.65848,23.97536173,Yes,0,0,52.37565723,,,,
4376.577092,36,OPTIMAL,1306.854508,8,0,5683.4316,36.58608832,Yes,0,0,65.34272538,,,,
4376.444272,37,OPTIMAL,1323.785648,8,0,5700.22992,9.420248452,Yes,0,0,66.18928242,,,,
4370.832358,38,OPTIMAL,1099.820522,8,0,5470.65288,31.16998564,Yes,0,0,54.99102612,,,,
4368.620144,39,OPTIMAL,1068.436096,8,0,5437.05624,42.36216863,Yes,0,0,53.42180479,,,,
4375.470252,40,OPTIMAL,1447.947348,8,0,5823.4176,26.13818463,Yes,0,0,72.39736742,,,,
4376.532819,41,OPTIMAL,1312.498221,8,0,5689.03104,3.614703655,Yes,0,0,65.62491106,,,,
4356.445169,42,OPTIMAL,979.8211505,8,0,5336.26632,4.13303192,Yes,0,0,48.99105753,,,,
4375.071789,43,OPTIMAL,1498.740771,8,0,5873.81256,10.63757798,Yes,0,0,74.93703855,,,,
4375.222961,44,OPTIMAL,1162.623199,8,0,5537.84616,29.87224558,Yes,0,0,58.13115996,,,,
4375.381704,45,OPTIMAL,1459.234776,8,0,5834.61648,34.01982534,Yes,0,0,72.96173878,,,,
4375.69162,46,OPTIMAL,1419.72878,8,0,5795.4204,11.82450401,Yes,0,0,70.98643901,,,,
4376.754187,47,OPTIMAL,1284.279653,8,0,5661.03384,6.707925635,Yes,0,0,64.21398265,,,,
4375.293157,48,OPTIMAL,1470.522203,8,0,5845.81536,6.968765478,Yes,0,0,73.52611014,,,,
4375.248884,1,OPTIMAL,1476.165916,9,0,5851.4148,4.734168736,Yes,0,0,73.80829582,,,,
4375.460189,2,OPTIMAL,1449.230011,9,0,5824.6902,28.00359924,Yes,0,0,72.46150053,,,,
4371.805685,3,OPTIMAL,1733.874595,9,0,6105.68028,14.54070402,Yes,0,0,86.69372975,,,,
4375.876764,4,OPTIMAL,1396.127796,9,0,5772.00456,40.5745312,Yes,0,0,69.8063898,,,,
4374.904757,5,OPTIMAL,1520.032963,9,0,5894.93772,2.136568257,Yes,0,0,76.00164817,,,,
4373.932749,6,OPTIMAL,1643.938131,9,0,6017.87088,34.12651613,Yes,0,0,82.19690654,,,,
4377.126488,7,OPTIMAL,1236.821152,9,0,5613.94764,10.67377208,Yes,0,0,61.84105761,,,,
4376.247053,8,OPTIMAL,1348.925827,9,0,5725.17288,30.47169172,Yes,0,0,67.44629137,,,,
4375.92305,9,OPTIMAL,1390.22755,9,0,5766.1506,17.87537895,Yes,0,0,69.51137749,,,,
4375.321331,10,OPTIMAL,1466.930749,9,0,5842.25208,39.41971708,Yes,0,0,73.34653744,,,,
4374.117894,11,OPTIMAL,1620.337146,9,0,5994.45504,33.45734326,Yes,0,0,81.01685732,,,,
4375.413903,12,OPTIMAL,1455.130257,9,0,5830.54416,9.056182465,Yes,0,0,72.75651283,,,,
4374.303038,13,OPTIMAL,1596.736162,9,0,5971.0392,41.34201221,Yes,0,0,79.83680811,,,,
4369.178977,14,OPTIMAL,1777.479023,9,0,6146.658,29.84003015,Yes,0,0,88.87395115,,,,
4374.488182,15,OPTIMAL,1573.135178,9,0,5947.62336,39.75367666,Yes,0,0,78.6567589,,,,
4376.617341,16,OPTIMAL,1301.723859,9,0,5678.3412,11.66140394,Yes,0,0,65.08619294,,,,
4376.339625,17,OPTIMAL,1337.125335,9,0,5713.46496,41.29715844,Yes,0,0,66.85626676,,,,
4374.071607,18,OPTIMAL,1626.237393,9,0,6000.309,33.11084732,Yes,0,0,81.31186963,,,,
4374.765898,19,OPTIMAL,1537.733702,9,0,5912.4996,13.11681013,Yes,0,0,76.88668508,,,,
4374.904757,20,OPTIMAL,1520.032963,9,0,5894.93772,39.84071397,Yes,0,0,76.00164817,,,,
4371.055197,21,OPTIMAL,1746.333003,9,0,6117.3882,40.70112809,Yes,0,0,87.31665015,,,,
4372.556173,22,OPTIMAL,1721.416187,9,0,6093.97236,30.06116227,Yes,0,0,86.07080935,,,,
4376.991023,23,OPTIMAL,1190.124937,9,0,5567.11596,34.28612955,Yes,0,0,59.50624683,,,,
4373.787663,24,OPTIMAL,1661.645097,9,0,6035.43276,10.33777746,Yes,0,0,83.08225486,,,,
4376.200767,25,OPTIMAL,1354.826073,9,0,5731.02684,2.917169402,Yes,0,0,67.74130367,,,,
4373.484565,26,OPTIMAL,1697.071955,9,0,6070.55652,18.99584192,Yes,0,0,84.85359775,,,,
4376.895058,27,OPTIMAL,1266.322382,9,0,5643.21744,16.22959834,Yes,0,0,63.31611912,,,,
4376.617341,28,OPTIMAL,1301.723859,9,0,5678.3412,32.57979864,Yes,0,0,65.08619294,,,,
4376.98763,29,OPTIMAL,1254.52189,9,0,5631.50952,33.56932404,Yes,0,0,62.72609452,,,,
4375.92305,30,OPTIMAL,1390.22755,9,0,5766.1506,38.32187404,Yes,0,0,69.51137749,,,,
4376.617341,31,OPTIMAL,1301.723859,9,0,5678.3412,2.885295821,Yes,0,0,65.08619294,,,,
4369.554221,32,OPTIMAL,1771.249819,9,0,6140.80404,19.78308265,Yes,0,0,88.56249095,,,,
4373.979035,33,OPTIMAL,1638.037885,9,0,6012.01692,6.688850651,Yes,0,0,81.90189423,,,,
4377.126488,34,OPTIMAL,1236.821152,9,0,5613.94764,33.80027825,Yes,0,0,61.84105761,,,,
4375.182473,35,OPTIMAL,1484.631487,9,0,5859.81396,35.19222058,Yes,0,0,74.23157435,,,,
4376.98763,36,OPTIMAL,1254.52189,9,0,5631.50952,1.666562186,Yes,0,0,62.72609452,,,,
4374.534468,37,OPTIMAL,1567.234932,9,0,5941.7694,24.7378928,Yes,0,0,78.36174659,,,,
4374.812185,38,OPTIMAL,1531.833455,9,0,5906.64564,32.50170776,Yes,0,0,76.59167277,,,,
4374.62704,39,OPTIMAL,1555.43444,9,0,5930.06148,8.859610409,Yes,0,0,77.77172199,,,,
4375.737906,40,OPTIMAL,1413.828534,9,0,5789.56644,23.12857853,Yes,0,0,70.69142671,,,,
4373.535081,41,OPTIMAL,1691.167479,9,0,6064.70256,7.667686705,Yes,0,0,84.55837394,,,,
4375.876764,42,OPTIMAL,1396.127796,9,0,5772.00456,7.23231825,Yes,0,0,69.8063898,,,,
4375.92305,43,OPTIMAL,1390.22755,9,0,5766.1506,31.58799841,Yes,0,0,69.51137749,,,,
4370.679953,44,OPTIMAL,1752.562207,9,0,6123.24216,16.03595762,Yes,0,0,87.62811035,,,,
4375.92305,45,OPTIMAL,1390.22755,9,0,5766.1506,7.22361204,Yes,0,0,69.51137749,,,,
4375.92305,46,OPTIMAL,1390.22755,9,0,5766.1506,5.999271016,Yes,0,0,69.51137749,,,,
4376.802485,47,OPTIMAL,1278.122875,9,0,5654.92536,14.95380096,Yes,0,0,63.90614373,,,,
4377.21906,48,OPTIMAL,1225.02066,9,0,5602.23972,37.97505171,Yes,0,0,61.251033,,,,
4373.636114,1,OPTIMAL,1679.358526,10,0,6052.99464,38.89960868,Yes,0,0,83.96792631,,,,
4374.423784,2,OPTIMAL,1581.344216,10,0,5955.768,19.08207847,Yes,0,0,79.0672108,,,,
4373.579008,3,OPTIMAL,1686.033152,10,0,6059.61216,5.193293763,Yes,0,0,84.30165758,,,,
4371.234662,4,OPTIMAL,1743.353818,10,0,6114.58848,23.2264761,Yes,0,0,87.16769092,,,,
4374.085695,5,OPTIMAL,1624.441665,10,0,5998.52736,32.07292677,Yes,0,0,81.22208327,,,,
4368.10219,6,OPTIMAL,1795.35413,10,0,6163.45632,36.69173257,Yes,0,0,89.76770651,,,,
4374.472083,7,OPTIMAL,1575.187437,10,0,5949.65952,31.76496946,Yes,0,0,78.75937187,,,,
4375.53465,8,OPTIMAL,1439.73831,10,0,5815.27296,25.10548652,Yes,0,0,71.98691552,,,,
4373.395292,9,OPTIMAL,1893.905188,10,0,6267.30048,0.946048816,Yes,0,0,94.69525938,,,,
4384.446897,10,OPTIMAL,1986.697743,10,0,6371.14464,4.558563783,Yes,0,0,99.33488716,,,,
4370.451544,11,OPTIMAL,1756.353896,10,0,6126.80544,28.54256415,Yes,0,0,87.81769482,,,,
4374.085695,12,OPTIMAL,1624.441665,10,0,5998.52736,11.16137852,Yes,0,0,81.22208327,,,,
4371.657537,13,OPTIMAL,1877.317503,10,0,6248.97504,9.831022171,Yes,0,0,93.86587515,,,,
4372.816041,14,OPTIMAL,1888.375959,10,0,6261.192,40.09214862,Yes,0,0,94.41879797,,,,
4373.789859,15,OPTIMAL,1661.388381,10,0,6035.17824,35.79277546,Yes,0,0,83.06941904,,,,
4375.003366,16,OPTIMAL,1507.462874,10,0,5882.46624,15.04393351,Yes,0,0,75.37314369,,,,
4370.451544,17,OPTIMAL,1756.353896,10,0,6126.80544,5.261302148,Yes,0,0,87.81769482,,,,
4373.395292,18,OPTIMAL,1893.905188,10,0,6267.30048,29.32751329,Yes,0,0,94.69525938,,,,
4373.192456,19,OPTIMAL,1710.853624,10,0,6084.04608,18.65423796,Yes,0,0,85.54268118,,,,
4373.42087,20,OPTIMAL,1704.51673,10,0,6077.9376,30.87985698,Yes,0,0,85.22583648,,,,
4376.291551,21,OPTIMAL,1921.551329,10,0,6297.84288,30.85996624,Yes,0,0,96.07756644,,,,
4378.834915,22,OPTIMAL,1943.441885,10,0,6322.2768,43.70835047,Yes,0,0,97.17209423,,,,
4374.327187,23,OPTIMAL,1593.657773,10,0,5967.98496,31.49788801,Yes,0,0,79.68288865,,,,
4375.712299,24,OPTIMAL,1916.022101,10,0,6291.7344,1.357875564,Yes,0,0,95.80110503,,,,
4380.093292,25,OPTIMAL,1954.400468,10,0,6334.49376,39.70619932,Yes,0,0,97.7200234,,,,
4372.800897,26,OPTIMAL,1717.353663,10,0,6090.15456,42.18508521,Yes,0,0,85.86768313,,,,
4374.906769,27,OPTIMAL,1519.776431,10,0,5894.6832,28.02531759,Yes,0,0,75.98882154,,,,
4387.234021,28,OPTIMAL,1990.019099,10,0,6377.25312,34.17261705,Yes,0,0,99.50095493,,,,
4399.308676,29,OPTIMAL,1990.161404,10,0,6389.47008,23.18114084,Yes,0,0,99.5080702,,,,
4374.553796,30,OPTIMAL,1904.963644,10,0,6279.51744,8.128121618,Yes,0,0,95.2481822,,,,
4380.093292,31,OPTIMAL,1954.400468,10,0,6334.49376,28.75276502,Yes,0,0,97.7200234,,,,
4372.800897,32,OPTIMAL,1717.353663,10,0,6090.15456,23.11690428,Yes,0,0,85.86768313,,,,
4375.148262,33,OPTIMAL,1488.992538,10,0,5864.1408,19.11033903,Yes,0,0,74.44962692,,,,
4368.493749,34,OPTIMAL,1788.854091,10,0,6157.34784,23.41822677,Yes,0,0,89.44270456,,,,
4366.441823,35,OPTIMAL,1827.556897,10,0,6193.99872,16.92105559,Yes,0,0,91.37784487,,,,
4374.472083,36,OPTIMAL,1575.187437,10,0,5949.65952,37.73678372,Yes,0,0,78.75937187,,,,
4375.582948,37,OPTIMAL,1433.581532,10,0,5809.16448,32.48533098,Yes,0,0,71.67907659,,,,
4372.017779,38,OPTIMAL,1730.353741,10,0,6102.37152,20.94616062,Yes,0,0,86.51768703,,,,
4375.293157,39,OPTIMAL,1470.522203,10,0,5845.81536,26.50619727,Yes,0,0,73.52611014,,,,
4369.34053,40,OPTIMAL,1855.20059,10,0,6224.54112,17.42439542,Yes,0,0,92.76002951,,,,
4372.017779,41,OPTIMAL,1730.353741,10,0,6102.37152,29.19371137,Yes,0,0,86.51768703,,,,
4366.927513,42,OPTIMAL,1814.854247,10,0,6181.78176,30.17406938,Yes,0,0,90.74271235,,,,
4374.375486,43,OPTIMAL,1587.500994,10,0,5961.87648,36.55456869,Yes,0,0,79.37504972,,,,
4374.858471,44,OPTIMAL,1525.933209,10,0,5900.79168,14.21856949,Yes,0,0,76.29666047,,,,
4374.375486,45,OPTIMAL,1587.500994,10,0,5961.87648,1.655781857,Yes,0,0,79.37504972,,,,
4373.989098,46,OPTIMAL,1636.755222,10,0,6010.74432,6.044184227,Yes,0,0,81.83776112,,,,
4374.665277,47,OPTIMAL,1550.560323,10,0,5925.2256,28.1970038,Yes,0,0,77.52801617,,,,
4374.906769,48,OPTIMAL,1519.776431,10,0,5894.6832,26.51722876,Yes,0,0,75.98882154,,,,
