Existing Gen (MW),Op Condition,Status,Candidate Gen (MW),Time,Load Shed Cost (M$),Demand (MW),Op Cost (M$),Congestion,Load Shed (MW),% LS,% UU,,,0.181951013,0.830247033,,,,,133.3333333,133.3333333
4603.245024,4,OPTIMAL,781.4139552,5,0.017694738,5387.34,7.894907458,No,2.681020842,0.049765206,0.732575583,1066.666667,,,,,,,,,
4464.348811,5,OPTIMAL,707.4975886,5,0,5171.8464,39.01711597,No,0,0,0.663278989,1066.666667,,,,,,,,,
4595.664976,6,OPTIMAL,759.1340032,5,0.004795269,5355.01596,26.24282326,No,0.216980518,0.004051912,0.711688128,1066.666667,,,,,,,,,
4534.835398,7,OPTIMAL,733.9831216,5,0,5268.81852,5.564162648,No,0,0,0.688109176,1066.666667,,,,,,,,,
4515.130303,8,OPTIMAL,726.7515167,5,0,5241.88182,16.44958219,No,0,0,0.681329547,1066.666667,,,,,,,,,
4614.974621,9,OPTIMAL,814.5698264,5,0.12940122,5435.82606,24.916629,No,6.28161262,0.115559485,0.763659212,1066.666667,,,,,,,,,
4526.952397,10,OPTIMAL,731.0914427,5,0,5258.04384,19.06819209,No,0,0,0.685398227,1066.666667,,,,,,,,,
4614.974621,11,OPTIMAL,814.5698264,5,0.126888575,5435.82606,24.43281097,No,6.28161262,0.115559485,0.763659212,1066.666667,,,,,,,,,
4558.484402,12,OPTIMAL,742.6581584,5,0,5301.14256,40.00915011,No,0,0,0.696242023,1066.666667,,,,,,,,,
4620.548197,13,OPTIMAL,829.0410537,5,0.03737361,5457.37542,5.835430246,No,7.786168812,0.142672406,0.777225988,1066.666667,,,,,,,,,
4603.245024,14,OPTIMAL,781.4139552,5,0.062199684,5387.34,27.75179591,No,2.681020842,0.049765206,0.732575583,1066.666667,,,,,,,,,
4645.690127,15,OPTIMAL,894.1009745,5,0.449793963,5554.34754,38.42454112,No,14.55643895,0.262072887,0.838219664,1066.666667,,,,,,,,,
4586.074905,16,OPTIMAL,752.7790346,5,0,5338.85394,22.58177916,No,0,0,0.705730345,1066.666667,,,,,,,,,
4534.835398,17,OPTIMAL,733.9831216,5,0,5268.81852,8.578084082,No,0,0,0.688109176,1066.666667,,,,,,,,,
4487.676459,18,OPTIMAL,716.4939807,5,0,5204.17044,7.966558083,No,0,0,0.671713107,1066.666667,,,,,,,,,
4445.162275,19,OPTIMAL,699.7474251,5,0,5144.9097,2.014236599,No,0,0,0.656013211,1066.666667,,,,,,,,,
4616.368015,20,OPTIMAL,818.1876333,5,0.085884997,5441.2134,15.62302851,No,6.657751668,0.122357849,0.767050906,1066.666667,,,,,,,,,
4433.650353,21,OPTIMAL,695.097327,5,0,5128.74768,21.27425128,No,0,0,0.651653744,1066.666667,,,,,,,,,
4472.023426,22,OPTIMAL,710.597654,5,0,5182.62108,17.41923418,No,0,0,0.666185301,1066.666667,,,,,,,,,
4638.684891,23,OPTIMAL,876.050059,5,0.200279063,5527.41084,19.52530275,No,12.67589009,0.229327808,0.82129693,1066.666667,,,,,,,,,
4558.484402,24,OPTIMAL,742.6581584,5,0,5301.14256,38.25436283,No,0,0,0.696242023,1066.666667,,,,,,,,,
4674.807444,25,OPTIMAL,960.9543125,5,0.322556754,5656.707,19.61953892,No,20.94524376,0.370272736,0.900894668,1066.666667,,,,,,,,,
4464.348811,26,OPTIMAL,707.4975886,5,0,5171.8464,1.691493467,No,0,0,0.663278989,1066.666667,,,,,,,,,
4627.515168,27,OPTIMAL,847.1300878,5,0.288072549,5484.31212,36.45811138,No,9.666864051,0.17626393,0.794184457,1066.666667,,,,,,,,,
4652.695362,28,OPTIMAL,912.1518901,5,0.169300974,5581.28424,12.8878406,No,16.4369878,0.294501894,0.855142397,1066.666667,,,,,,,,,
4487.676459,29,OPTIMAL,716.4939807,5,0,5204.17044,14.68122847,No,0,0,0.671713107,1066.666667,,,,,,,,,
4526.952397,30,OPTIMAL,731.0914427,5,0,5258.04384,15.71681287,No,0,0,0.685398227,1066.666667,,,,,,,,,
4574.250404,31,OPTIMAL,748.4415162,5,0,5322.69192,38.95748467,No,0,0,0.701663921,1066.666667,,,,,,,,,
4605.771706,32,OPTIMAL,788.8406059,5,0.125034524,5398.11468,42.80827856,No,3.502367617,0.064881312,0.739538068,1066.666667,,,,,,,,,
4663.146416,33,OPTIMAL,936.9741211,5,0.083050367,5618.99562,5.554340563,No,18.87508337,0.335915609,0.878413239,1066.666667,,,,,,,,,
4586.074905,34,OPTIMAL,752.7790346,5,0,5338.85394,19.98073653,No,0,0,0.705730345,1066.666667,,,,,,,,,
4642.888032,35,OPTIMAL,886.8806083,5,0.005521688,5543.57286,0.496167623,No,13.8042194,0.249013042,0.83145057,1066.666667,,,,,,,,,
4538.776899,36,OPTIMAL,735.428961,5,0,5274.20586,24.72880637,No,0,0,0.689464651,1066.666667,,,,,,,,,
4620.548197,37,OPTIMAL,829.0410537,5,0.180639116,5457.37542,28.20457952,No,7.786168812,0.142672406,0.777225988,1066.666667,,,,,,,,,
4634.482139,38,OPTIMAL,865.2191219,5,0.165130098,5511.24882,17.60528024,No,11.54755929,0.20952709,0.811142927,1066.666667,,,,,,,,,
4425.975738,39,OPTIMAL,691.9972616,5,0,5117.973,26.53804266,No,0,0,0.648747433,1066.666667,,,,,,,,,
4614.974621,40,OPTIMAL,814.5698264,5,0.180282282,5435.82606,34.71394429,No,6.28161262,0.115559485,0.763659212,1066.666667,,,,,,,,,
4607.035048,41,OPTIMAL,792.5539313,5,0.068869522,5403.50202,21.12999885,No,3.913041004,0.072416758,0.743019311,1066.666667,,,,,,,,,
4595.664976,42,OPTIMAL,759.1340032,5,0.006140549,5355.01596,33.60506328,No,0.216980518,0.004051912,0.711688128,1066.666667,,,,,,,,,
4645.690127,43,OPTIMAL,894.1009745,5,0.374100481,5554.34754,31.9582753,No,14.55643895,0.262072887,0.838219664,1066.666667,,,,,,,,,
4570.308903,44,OPTIMAL,746.9956767,5,0,5317.30458,24.2088524,No,0,0,0.700308447,1066.666667,,,,,,,,,
4598.191659,45,OPTIMAL,766.5606539,5,0.034783964,5365.79064,39.87744226,No,1.038327292,0.019350872,0.718650613,1066.666667,,,,,,,,,
4647.091174,46,OPTIMAL,897.7111576,5,0.274758896,5559.73488,22.90909403,No,14.93254872,0.268583827,0.84160421,1066.666667,,,,,,,,,
4574.250404,47,OPTIMAL,748.4415162,5,0,5322.69192,26.01088855,No,0,0,0.701663921,1066.666667,,,,,,,,,
4538.776899,48,OPTIMAL,735.428961,5,0,5274.20586,17.29855469,No,0,0,0.689464651,1066.666667,,,,,,,,,
4562.425902,1,OPTIMAL,744.1039978,6,0,5306.5299,29.17369814,No,0,0,0.697597498,1066.666667,,,,,,,,,
4596.928318,2,OPTIMAL,762.8473285,6,0.001569135,5360.4033,2.972286846,No,0.627653905,0.01170908,0.715169371,1066.666667,,,,,,,,,
4472.023426,3,OPTIMAL,710.597654,6,0,5182.62108,32.46311825,No,0,0,0.666185301,1066.666667,,,,,,,,,
4460.511504,4,OPTIMAL,705.9475559,6,0,5166.45906,4.278548879,No,0,0,0.661825834,1066.666667,,,,,,,,,
4570.308903,5,OPTIMAL,746.9956767,6,0,5317.30458,3.290523628,No,0,0,0.700308447,1066.666667,,,,,,,,,
4596.928318,6,OPTIMAL,762.8473285,6,0.005523354,5360.4033,10.4624497,No,0.627653905,0.01170908,0.715169371,1066.666667,,,,,,,,,
4605.771706,7,OPTIMAL,788.8406059,6,0.051835041,5398.11468,17.74684937,No,3.502367617,0.064881312,0.739538068,1066.666667,,,,,,,,,
4635.882797,8,OPTIMAL,868.8296928,6,0.064387821,5516.63616,6.656499292,No,11.92367055,0.216140238,0.814527837,1066.666667,,,,,,,,,
4654.096409,9,OPTIMAL,915.7620732,6,0.270690871,5586.67158,20.16997472,No,16.81309757,0.300950169,0.858526944,1066.666667,,,,,,,,,
4542.718399,10,OPTIMAL,736.8748005,6,0,5279.5932,28.95255214,No,0,0,0.690820125,1066.666667,,,,,,,,,
4635.882797,11,OPTIMAL,868.8296928,6,0.033386278,5516.63616,3.451518151,No,11.92367055,0.216140238,0.814527837,1066.666667,,,,,,,,,
4614.974621,12,OPTIMAL,814.5698264,6,0.19410183,5435.82606,37.37494351,No,6.28161262,0.115559485,0.763659212,1066.666667,,,,,,,,,
4638.684891,13,OPTIMAL,876.050059,6,0.179997639,5527.41084,17.5480569,No,12.67589009,0.229327808,0.82129693,1066.666667,,,,,,,,,
4499.436807,14,OPTIMAL,720.8956525,6,0,5220.33246,35.67106543,No,0,0,0.675839674,1066.666667,,,,,,,,,
4570.308903,15,OPTIMAL,746.9956767,6,0,5317.30458,24.79644591,No,0,0,0.700308447,1066.666667,,,,,,,,,
4479.836227,16,OPTIMAL,713.5595328,6,0,5193.39576,22.57848608,No,0,0,0.668962062,1066.666667,,,,,,,,,
4674.807444,17,OPTIMAL,960.9543125,6,0.330934851,5656.707,20.12913734,No,20.94524376,0.370272736,0.900894668,1066.666667,,,,,,,,,
4491.596575,18,OPTIMAL,717.9612046,6,0,5209.55778,26.55782799,No,0,0,0.673088629,1066.666667,,,,,,,,,
4623.334986,19,OPTIMAL,836.2766674,6,0.086238314,5468.1501,12.30987397,No,8.538446907,0.156148729,0.784009376,1066.666667,,,,,,,,,
4599.455,20,OPTIMAL,770.2739792,6,0.013765506,5371.17798,11.32236679,No,1.44900068,0.026977335,0.722131856,1066.666667,,,,,,,,,
4624.72838,21,OPTIMAL,839.8944742,6,0.258522993,5473.53744,35.38991184,No,8.914585955,0.162866995,0.78740107,1066.666667,,,,,,,,,
4429.813046,22,OPTIMAL,693.5472943,6,0,5123.36034,32.58472777,No,0,0,0.650200588,1066.666667,,,,,,,,,
4635.882797,23,OPTIMAL,868.8296928,6,0.15381535,5516.63616,15.9016372,No,11.92367055,0.216140238,0.814527837,1066.666667,,,,,,,,,
4586.074905,24,OPTIMAL,752.7790346,6,0,5338.85394,28.37501046,No,0,0,0.705730345,1066.666667,,,,,,,,,
4645.690127,25,OPTIMAL,894.1009745,6,0.064048331,5554.34754,5.471455694,No,14.55643895,0.262072887,0.838219664,1066.666667,,,,,,,,,
4472.023426,26,OPTIMAL,710.597654,6,0,5182.62108,18.21101755,No,0,0,0.666185301,1066.666667,,,,,,,,,
4472.023426,27,OPTIMAL,710.597654,6,0,5182.62108,30.99266341,No,0,0,0.666185301,1066.666667,,,,,,,,,
4425.975738,28,OPTIMAL,691.9972616,6,0,5117.973,15.76737263,No,0,0,0.648747433,1066.666667,,,,,,,,,
4640.085938,29,OPTIMAL,879.6602421,6,0.403306796,5532.79818,38.23335658,No,13.05199986,0.235902331,0.824681477,1066.666667,,,,,,,,,
4604.508365,30,OPTIMAL,785.1272806,6,0.009893422,5392.72734,3.83249527,No,3.091694229,0.057330809,0.736056826,1066.666667,,,,,,,,,
4658.299551,31,OPTIMAL,926.5926225,6,0.430594245,5602.8336,30.1784127,No,17.94142688,0.320220591,0.868680584,1066.666667,,,,,,,,,
4425.975738,32,OPTIMAL,691.9972616,6,0,5117.973,19.98681038,No,0,0,0.648747433,1066.666667,,,,,,,,,
4600.718341,33,OPTIMAL,773.9873046,6,0.021758187,5376.56532,13.96143164,No,1.859674067,0.034588514,0.725613098,1066.666667,,,,,,,,,
4483.756343,34,OPTIMAL,715.0267567,6,0,5198.7831,34.77195836,No,0,0,0.670337584,1066.666667,,,,,,,,,
4546.6599,35,OPTIMAL,738.32064,6,0,5284.98054,6.637817415,No,0,0,0.6921756,1066.666667,,,,,,,,,
4671.491328,36,OPTIMAL,954.0905008,6,0.616619893,5645.93232,38.5009447,No,20.35049151,0.360445191,0.894459844,1066.666667,,,,,,,,,
4655.497456,37,OPTIMAL,919.3722563,6,0.433168025,5592.05892,31.60937459,No,17.18920734,0.30738602,0.86191149,1066.666667,,,,,,,,,
4530.893898,38,OPTIMAL,732.5372821,6,0,5263.43118,21.87531886,No,0,0,0.686753702,1066.666667,,,,,,,,,
4574.250404,39,OPTIMAL,748.4415162,6,0,5322.69192,17.0659676,No,0,0,0.701663921,1066.666667,,,,,,,,,
4590.016406,40,OPTIMAL,754.2248741,6,0,5344.24128,33.98276238,No,0,0,0.707085819,1066.666667,,,,,,,,,
4460.511504,41,OPTIMAL,705.9475559,6,0,5166.45906,18.80309639,No,0,0,0.661825834,1066.666667,,,,,,,,,
4479.836227,42,OPTIMAL,713.5595328,6,0,5193.39576,9.644076971,No,0,0,0.668962062,1066.666667,,,,,,,,,
4483.756343,43,OPTIMAL,715.0267567,6,0,5198.7831,34.4310568,No,0,0,0.670337584,1066.666667,,,,,,,,,
4640.085938,44,OPTIMAL,879.6602421,6,0.0117468,5532.79818,1.11359291,No,13.05199986,0.235902331,0.824681477,1066.666667,,,,,,,,,
4656.898504,45,OPTIMAL,922.9824394,6,0.537498704,5597.44626,38.43014409,No,17.56531711,0.313809482,0.865296037,1066.666667,,,,,,,,,
4605.771706,46,OPTIMAL,788.8406059,6,0.081605165,5398.11468,27.93929665,No,3.502367617,0.064881312,0.739538068,1066.666667,,,,,,,,,
4542.718399,47,OPTIMAL,736.8748005,6,0,5279.5932,33.37101391,No,0,0,0.690820125,1066.666667,,,,,,,,,
4507.27704,48,OPTIMAL,723.8301004,6,0,5231.10714,30.38982409,No,0,0,0.678590719,1066.666667,,,,,,,,,
4345.647232,1,OPTIMAL,772.3257679,7,0,5117.973,20.27250908,No,0,0,0.620618921,1244.444444,,,,,,,,,
4542.714149,2,OPTIMAL,916.8592167,7,0.18263433,5468.10768,25.84129153,No,8.534314466,0.156074367,0.736761871,1244.444444,,,,,,,,,
4649.049216,3,OPTIMAL,1146.743113,7,0.819363677,5823.75696,38.57159119,No,27.96463063,0.480181965,0.921490002,1244.444444,,,,,,,,,
4571.517863,4,OPTIMAL,996.6052321,7,0.425391113,5584.8051,31.63577822,No,16.68200443,0.298703431,0.80084349,1244.444444,,,,,,,,,
4571.517863,5,OPTIMAL,996.6052321,7,0.625575166,5584.8051,46.52320327,No,16.68200443,0.298703431,0.80084349,1244.444444,,,,,,,,,
4531.763996,6,OPTIMAL,886.4571741,7,0.024436572,5423.65152,5.377262329,No,5.430349385,0.100123494,0.712331658,1244.444444,,,,,,,,,
4586.991573,7,OPTIMAL,1033.336984,7,0.481121832,5640.3753,30.17121273,No,20.04674299,0.355415055,0.830360076,1244.444444,,,,,,,,,
4566.007822,8,OPTIMAL,981.4390478,7,0.148275471,5562.57702,12.09618085,No,15.13015008,0.271998932,0.788656378,1244.444444,,,,,,,,,
4517.704559,9,OPTIMAL,844.0346244,7,0.01852876,5362.5243,27.81427975,No,0.785116948,0.014640809,0.678242109,1244.444444,,,,,,,,,
4577.07187,10,OPTIMAL,1011.740779,7,0.163984786,5607.03318,11.22256979,No,18.2205318,0.324958516,0.813005983,1244.444444,,,,,,,,,
4578.725153,11,OPTIMAL,1015.340146,7,0.042607271,5612.5902,2.87189303,No,18.52490033,0.330059735,0.815898332,1244.444444,,,,,,,,,
4474.954777,12,OPTIMAL,826.4423029,7,0,5301.39708,41.73435358,No,0,0,0.664105422,1244.444444,,,,,,,,,
4552.295532,13,OPTIMAL,943.461004,7,0.358884057,5507.00682,38.87184277,No,11.25028391,0.204290357,0.758138307,1244.444444,,,,,,,,,
4619.453217,14,OPTIMAL,1101.019107,7,0.086653612,5745.95868,4.386428797,No,25.48635652,0.443552729,0.884747497,1244.444444,,,,,,,,,
4596.823187,15,OPTIMAL,1055.00273,7,0.008756601,5673.71742,0.506949754,No,21.89150262,0.385840552,0.847770051,1244.444444,,,,,,,,,
4572.895374,16,OPTIMAL,1000.396778,7,0.121196773,5590.36212,8.819601542,No,17.06996801,0.305346374,0.803890268,1244.444444,,,,,,,,,
4535.870304,17,OPTIMAL,897.8579401,7,0.175409345,5440.32258,31.91117838,No,6.594336291,0.121212229,0.721492988,1244.444444,,,,,,,,,
4495.078205,18,OPTIMAL,834.1039749,7,0,5329.18218,29.79273751,No,0,0,0.670262123,1244.444444,,,,,,,,,
4583.685005,19,OPTIMAL,1026.138249,7,0.627847592,5629.26126,40.49580121,No,19.43800593,0.345302963,0.824575378,1244.444444,,,,,,,,,
4564.630312,20,OPTIMAL,977.6475017,7,0.458482,5557.02,38.33776371,No,14.74218649,0.265289426,0.7856096,1244.444444,,,,,,,,,
4556.401839,21,OPTIMAL,954.86177,7,0.270631104,5523.67788,26.66737846,No,12.41427082,0.224746466,0.767299637,1244.444444,,,,,,,,,
4517.704559,22,OPTIMAL,844.0346244,7,0.014446152,5362.5243,21.68570964,No,0.785116948,0.014640809,0.678242109,1244.444444,,,,,,,,,
4474.954777,23,OPTIMAL,826.4423029,7,0,5301.39708,16.92559895,No,0,0,0.664105422,1244.444444,,,,,,,,,
4639.330014,24,OPTIMAL,1167.232807,7,0.308559142,5834.871,14.39069864,No,28.3081782,0.485155168,0.937954935,1244.444444,,,,,,,,,
4648.632857,25,OPTIMAL,1152.539029,7,0.571284494,5829.31398,26.76198657,No,28.14209332,0.482768528,0.926147434,1244.444444,,,,,,,,,
4591.928208,26,OPTIMAL,1044.153415,7,0.180296741,5657.04636,10.8552658,No,20.96473733,0.370595113,0.839051851,1244.444444,,,,,,,,,
4552.295532,27,OPTIMAL,943.461004,7,0.038250965,5507.00682,4.143080421,No,11.25028391,0.204290357,0.758138307,1244.444444,,,,,,,,,
4568.762843,28,OPTIMAL,989.0221399,7,0.190872927,5573.69106,14.84953753,No,15.90607725,0.285377806,0.794749934,1244.444444,,,,,,,,,
4646.937299,29,OPTIMAL,1143.47871,7,0.802955602,5818.19994,37.99074575,No,27.78393085,0.477534824,0.918866821,1244.444444,,,,,,,,,
4646.937299,30,OPTIMAL,1143.47871,7,0.041675896,5818.19994,1.971838015,No,27.78393085,0.477534824,0.918866821,1244.444444,,,,,,,,,
4531.763996,31,OPTIMAL,886.4571741,7,0.173228145,5423.65152,38.11881517,No,5.430349385,0.100123494,0.712331658,1244.444444,,,,,,,,,
4542.714149,32,OPTIMAL,916.8592167,7,0.310649047,5468.10768,43.95434634,No,8.534314466,0.156074367,0.736761871,1244.444444,,,,,,,,,
4585.338289,33,OPTIMAL,1029.737616,7,0.140170859,5634.81828,8.913602131,No,19.74237446,0.350363995,0.827467727,1244.444444,,,,,,,,,
4600.086507,34,OPTIMAL,1062.235607,7,0.371404211,5684.83146,20.9681533,No,22.50934614,0.395954503,0.853582184,1244.444444,,,,,,,,,
4491.05352,35,OPTIMAL,832.5716405,7,0,5323.62516,14.46499231,No,0,0,0.669030783,1244.444444,,,,,,,,,
4507.152262,36,OPTIMAL,838.7009781,7,0,5345.85324,43.1949449,No,0,0,0.673956143,1244.444444,,,,,,,,,
4640.601548,37,OPTIMAL,1133.6855,7,0.950739921,5801.52888,45.68148348,No,27.24183154,0.469562974,0.910997277,1244.444444,,,,,,,,,
4478.979463,38,OPTIMAL,827.9746373,7,0,5306.9541,26.58915815,No,0,0,0.665336762,1244.444444,,,,,,,,,
4474.954777,39,OPTIMAL,826.4423029,7,0,5301.39708,27.01140106,No,0,0,0.664105422,1244.444444,,,,,,,,,
4462.88072,40,OPTIMAL,821.8452997,7,0,5284.72602,22.50016412,No,0,0,0.660411402,1244.444444,,,,,,,,,
4564.630312,41,OPTIMAL,977.6475017,7,0.171009363,5557.02,14.29961605,No,14.74218649,0.265289426,0.7856096,1244.444444,,,,,,,,,
4559.139377,42,OPTIMAL,962.4622806,7,0.064632284,5534.79192,6.009466291,No,13.19026209,0.238315411,0.77340719,1244.444444,,,,,,,,,
4563.252801,43,OPTIMAL,973.8559556,7,0.03732098,5551.46298,3.200981875,No,14.3542229,0.258566489,0.782562821,1244.444444,,,,,,,,,
4636.377714,44,OPTIMAL,1127.156694,7,0.241923888,5790.41484,11.74652336,No,26.88043199,0.464222905,0.905750915,1244.444444,,,,,,,,,
4534.501535,45,OPTIMAL,894.0576848,7,0.104887157,5434.76556,20.24779933,No,6.206340655,0.114197026,0.718439211,1244.444444,,,,,,,,,
4503.127576,46,OPTIMAL,837.1686437,7,0,5340.29622,32.58061774,No,0,0,0.672724803,1244.444444,,,,,,,,,
4550.926763,47,OPTIMAL,939.6607487,7,0.02824195,5501.4498,3.164146283,No,10.86228828,0.197444104,0.75508453,1244.444444,,,,,,,,,
4572.895374,48,OPTIMAL,1000.396778,7,0.322622395,5590.36212,23.47753087,No,17.06996801,0.305346374,0.803890268,1244.444444,,,,,,,,,
4604.981486,1,OPTIMAL,1073.084922,8,0.407788339,5701.50252,22.20120542,No,23.43611143,0.411051496,0.832565888,1288.888889,,,,,,,,,
4554.374807,2,OPTIMAL,949.233911,8,0.364662201,5515.4484,37.60506553,No,11.83968186,0.214663995,0.736474586,1288.888889,,,,,,,,,
4492.098094,3,OPTIMAL,832.9693456,8,0,5325.06744,31.15894462,No,0,0,0.64626932,1288.888889,,,,,,,,,
4583.142324,4,OPTIMAL,1024.956777,8,0.429305791,5627.4372,27.82066179,No,19.3380987,0.343639529,0.795225086,1288.888889,,,,,,,,,
4606.82906,5,OPTIMAL,1164.973096,8,0.248350315,5801.01984,11.10701535,No,29.21768414,0.503664613,0.903858437,1288.888889,,,,,,,,,
4520.990168,6,OPTIMAL,852.6981671,8,0.055883043,5375.4624,37.23374003,No,1.774064872,0.033003019,0.661576164,1288.888889,,,,,,,,,
4611.622668,7,OPTIMAL,1107.491819,8,0.2202431,5745.02544,10.95946315,No,25.91095295,0.451015461,0.859260894,1288.888889,,,,,,,,,
4589.805942,8,OPTIMAL,1039.464151,8,0.014395407,5649.83496,0.882015789,No,20.56486653,0.363990571,0.806480807,1288.888889,,,,,,,,,
4523.478896,9,OPTIMAL,860.5546133,8,0.04099322,5386.66128,18.48626447,No,2.62777052,0.048782917,0.667671683,1288.888889,,,,,,,,,
4588.140038,10,OPTIMAL,1035.837308,8,0.382879499,5644.23552,23.78210922,No,20.25817457,0.358917953,0.803666877,1288.888889,,,,,,,,,
4492.098094,11,OPTIMAL,832.9693456,8,0,5325.06744,19.48892791,No,0,0,0.64626932,1288.888889,,,,,,,,,
4605.418076,12,OPTIMAL,1182.190378,8,0.169174349,5817.81816,7.346763957,No,30.2097052,0.519261764,0.917216673,1288.888889,,,,,,,,,
4586.474133,13,OPTIMAL,1032.210464,8,0.303262536,5638.63608,19.10036194,No,19.95148261,0.35383526,0.800852946,1288.888889,,,,,,,,,
4596.387248,14,OPTIMAL,1054.036506,8,0.266069388,5672.23272,15.45638915,No,21.80896627,0.384486451,0.817786944,1288.888889,,,,,,,,,
4612.129084,15,OPTIMAL,1101.716634,8,0.02813831,5739.426,1.416381349,No,25.58028153,0.445694073,0.854780147,1288.888889,,,,,,,,,
4610.609835,16,OPTIMAL,1119.042189,8,0.906115286,5756.22432,44.08471872,No,26.57229578,0.461627176,0.868222388,1288.888889,,,,,,,,,
4492.098094,17,OPTIMAL,832.9693456,8,0,5325.06744,13.42051922,No,0,0,0.64626932,1288.888889,,,,,,,,,
4584.808229,18,OPTIMAL,1028.58362,8,0.414505083,5633.03664,26.47823938,No,19.64479066,0.348742462,0.798039016,1288.888889,,,,,,,,,
4604.947749,19,OPTIMAL,1187.929472,8,0.690212563,5823.4176,29.68872242,No,30.54037888,0.524440818,0.921669418,1288.888889,,,,,,,,,
4515.496119,20,OPTIMAL,842.6858657,8,0.01181134,5358.66408,28.85020053,No,0.482095498,0.008996561,0.653807999,1288.888889,,,,,,,,,
4610.65666,21,OPTIMAL,1224.934791,8,0.303381519,5868.21312,12.35220526,No,32.62166869,0.555904634,0.950380441,1288.888889,,,,,,,,,
4606.251939,22,OPTIMAL,1075.900775,8,0.693725726,5705.82936,37.42383169,No,23.67664593,0.41495538,0.834750601,1288.888889,,,,,,,,,
4612.635501,23,OPTIMAL,1095.941449,8,0.504992202,5733.82656,25.71780422,No,25.24961011,0.440362293,0.8502994,1288.888889,,,,,,,,,
4607.769715,24,OPTIMAL,1153.494908,8,0.645373211,5789.82096,29.45302943,No,28.55633676,0.493216232,0.894952946,1288.888889,,,,,,,,,
4555.754025,25,OPTIMAL,953.0631759,8,0.185905717,5521.04784,18.58244725,No,12.23063929,0.221527501,0.739445567,1288.888889,,,,,,,,,
4533.686542,26,OPTIMAL,891.7949374,8,0.207941148,5431.4568,41.66108474,No,5.975320354,0.110013217,0.691909865,1288.888889,,,,,,,,,
4606.358732,27,OPTIMAL,1170.71219,8,0.590967156,5806.61928,26.16891675,No,29.54835782,0.50887369,0.908311182,1288.888889,,,,,,,,,
4606.251939,28,OPTIMAL,1075.900775,8,0.667681415,5705.82936,36.01884142,No,23.67664593,0.41495538,0.834750601,1288.888889,,,,,,,,,
4604.007093,29,OPTIMAL,1199.407661,8,0.648995906,5834.61648,27.3964409,No,31.20172626,0.534769104,0.930574909,1288.888889,,,,,,,,,
4539.203413,30,OPTIMAL,907.111997,8,0.122888146,5453.85456,19.61705916,No,7.539150089,0.138235261,0.703793791,1288.888889,,,,,,,,,
4612.8284,31,OPTIMAL,1090.476954,8,0.453576136,5728.22712,23.37174303,No,24.9217657,0.435069441,0.846059706,1288.888889,,,,,,,,,
4607.896054,32,OPTIMAL,1079.54482,8,0.738828117,5711.4288,39.39284076,No,23.98792587,0.419998685,0.837577878,1288.888889,,,,,,,,,
4544.720284,33,OPTIMAL,922.4290566,8,0.003641192,5476.25232,0.483937406,No,9.102979824,0.16622645,0.715677716,1288.888889,,,,,,,,,
4606.399505,34,OPTIMAL,1218.349282,8,1.003455591,5857.01424,41.18739532,No,32.26545309,0.550885686,0.945270994,1288.888889,,,,,,,,,
4529.700716,35,OPTIMAL,880.1957289,8,0.100478931,5414.65848,25.16176274,No,4.762034641,0.087947091,0.682910479,1288.888889,,,,,,,,,
4599.675478,36,OPTIMAL,1061.324596,8,0.681918395,5683.4316,38.61912809,No,22.43152615,0.394682786,0.823441497,1288.888889,,,,,,,,,
4604.607824,37,OPTIMAL,1072.25673,8,0.182249855,5700.22992,9.949207508,No,23.36536598,0.409902167,0.831923325,1288.888889,,,,,,,,,
4543.341066,38,OPTIMAL,918.5997917,8,0.236095807,5470.65288,32.74378577,No,8.71202239,0.15925014,0.712706735,1288.888889,,,,,,,,,
4535.06576,39,OPTIMAL,895.6242023,8,0.236188906,5437.05624,44.47337814,No,6.366277787,0.117090527,0.694880847,1288.888889,,,,,,,,,
4604.947749,40,OPTIMAL,1187.929472,8,0.644401994,5823.4176,27.71823199,No,30.54037888,0.524440818,0.921669418,1288.888889,,,,,,,,,
4601.319593,41,OPTIMAL,1064.968641,8,0.068228418,5689.03104,3.816271535,No,22.7428061,0.399765899,0.826268773,1288.888889,,,,,,,,,
4500.208911,42,OPTIMAL,836.0574088,8,0,5336.26632,4.331409955,No,0,0,0.648665231,1288.888889,,,,,,,,,
4611.799322,43,OPTIMAL,1229.214135,8,0.278792375,5873.81256,11.30601382,No,32.79910294,0.558395465,0.953700622,1288.888889,,,,,,,,,
4559.891678,44,OPTIMAL,964.5509706,8,0.343129897,5537.84616,31.41853799,No,13.4035116,0.242034741,0.748358512,1288.888889,,,,,,,,,
4604.007093,45,OPTIMAL,1199.407661,8,0.854927299,5834.61648,36.08954234,No,31.20172626,0.534769104,0.930574909,1288.888889,,,,,,,,,
4607.299387,46,OPTIMAL,1159.234002,8,0.2773153,5795.4204,12.52770758,No,28.88701045,0.49844547,0.899405691,1288.888889,,,,,,,,,
4593.099017,47,OPTIMAL,1046.748417,8,0.118643876,5661.03384,7.075422092,No,21.18640638,0.374249775,0.812132392,1288.888889,,,,,,,,,
4603.066438,48,OPTIMAL,1210.885849,8,0.178433212,5845.81536,7.395432124,No,31.86307363,0.545057818,0.9394804,1288.888889,,,,,,,,,
4529.236257,1,OPTIMAL,1289.983819,9,0.122339951,5851.4148,4.988904269,No,32.19472404,0.550204098,0.829275312,1555.555556,,,,,,,,,
