Existing Gen (MW),Op Condition,Status,Candidate Gen (MW),Time,Load Shed Cost (M$),Demand (MW),Op Cost (M$),Congestion,Load Shed (MW),% LS,% UU,,,0,72.30483744,,,,,488.8888889,488.8888889
4375.144652,24,OPTIMAL,1414.676308,8,0,5789.82096,27.80520044,Yes,0,0,83.76372877,1688.888889,,,,,,,,,
4373.491879,25,OPTIMAL,1147.555961,8,0,5521.04784,17.67315501,Yes,0,0,67.9473924,1688.888889,,,,,,,,,
4368.161251,26,OPTIMAL,1063.295549,8,0,5431.4568,39.68480427,Yes,0,0,62.95828906,1688.888889,,,,,,,,,
4374.812375,27,OPTIMAL,1431.806905,8,0,5806.61928,24.69112013,Yes,0,0,84.77804044,1688.888889,,,,,,,,,
4375.753148,28,OPTIMAL,1330.076212,8,0,5705.82936,34.09793872,Yes,0,0,78.75451255,1688.888889,,,,,,,,,
4374.25608,29,OPTIMAL,1460.3604,8,0,5834.61648,25.82566233,Yes,0,0,86.46870789,1688.888889,,,,,,,,,
4369.493908,30,OPTIMAL,1084.360652,8,0,5453.85456,18.67903138,Yes,0,0,64.2055649,1688.888889,,,,,,,,,
4375.590882,31,OPTIMAL,1352.636238,8,0,5728.22712,22.10922509,Yes,0,0,80.09030354,1688.888889,,,,,,,,,
4375.712582,32,OPTIMAL,1335.716218,8,0,5711.4288,37.28519316,Yes,0,0,79.0884603,1688.888889,,,,,,,,,
4370.826565,33,OPTIMAL,1105.425755,8,0,5476.25232,0.460615101,Yes,0,0,65.45284073,1688.888889,,,,,,,,,
4374.298934,34,OPTIMAL,1482.715306,8,0,5857.01424,38.79081247,Yes,0,0,87.79235364,1688.888889,,,,,,,,,
4367.161759,35,OPTIMAL,1047.496721,8,0,5414.65848,23.97338235,Yes,0,0,62.02283218,1688.888889,,,,,,,,,
4375.915414,36,OPTIMAL,1307.516186,8,0,5683.4316,36.58642855,Yes,0,0,77.41872156,1688.888889,,,,,,,,,
4375.793714,37,OPTIMAL,1324.436206,8,0,5700.22992,9.420335397,Yes,0,0,78.4205648,1688.888889,,,,,,,,,
4370.493401,38,OPTIMAL,1100.159479,8,0,5470.65288,31.16883535,Yes,0,0,65.14102177,1688.888889,,,,,,,,,
4368.494416,39,OPTIMAL,1068.561824,8,0,5437.05624,42.35945054,Yes,0,0,63.27010802,1688.888889,,,,,,,,,
4374.478598,40,OPTIMAL,1448.939002,8,0,5823.4176,26.1385414,Yes,0,0,85.79244091,1688.888889,,,,,,,,,
4375.874847,41,OPTIMAL,1313.156193,8,0,5689.03104,3.614737186,Yes,0,0,77.75266931,1688.888889,,,,,,,,,
4356.814166,42,OPTIMAL,979.4521539,8,0,5336.26632,4.132443261,Yes,0,0,57.99387754,1688.888889,,,,,,,,,
4374.489845,43,OPTIMAL,1499.322715,8,0,5873.81256,10.63823467,Yes,0,0,88.77568706,1688.888889,,,,,,,,,
4374.491372,44,OPTIMAL,1163.354788,8,0,5537.84616,29.87254392,Yes,0,0,68.88284928,1688.888889,,,,,,,,,
4374.25608,45,OPTIMAL,1460.3604,8,0,5834.61648,34.02034364,Yes,0,0,86.46870789,1688.888889,,,,,,,,,
4375.034893,46,OPTIMAL,1420.385507,8,0,5795.4204,11.82461815,Yes,0,0,84.10177346,1688.888889,,,,,,,,,
4376.077679,47,OPTIMAL,1284.956161,8,0,5661.03384,6.707988644,Yes,0,0,76.08293057,1688.888889,,,,,,,,,
4374.17166,48,OPTIMAL,1471.6437,8,0,5845.81536,6.968921844,Yes,0,0,87.13679802,1688.888889,,,,,,,,,
4374.698421,1,OPTIMAL,1476.716379,9,0,5851.4148,4.734209556,Yes,0,0,77.27004307,1911.111111,,,,,,,,,
4374.892034,2,OPTIMAL,1449.798166,9,0,5824.6902,28.00384363,Yes,0,0,75.86153196,1911.111111,,,,,,,,,
4371.193205,3,OPTIMAL,1734.487075,9,0,6105.68028,14.54411478,Yes,0,0,90.75804461,1911.111111,,,,,,,,,
4375.273727,4,OPTIMAL,1396.730833,9,0,5772.00456,40.5748938,Yes,0,0,73.0847529,1911.111111,,,,,,,,,
4374.38311,5,OPTIMAL,1520.55461,9,0,5894.93772,2.136586321,Yes,0,0,79.56390403,1911.111111,,,,,,,,,
4373.492492,6,OPTIMAL,1644.378388,9,0,6017.87088,34.126789,Yes,0,0,86.04305516,1911.111111,,,,,,,,,
4376.418806,7,OPTIMAL,1237.528834,9,0,5613.94764,10.67387448,Yes,0,0,64.75441573,1911.111111,,,,,,,,,
4375.613009,8,OPTIMAL,1349.559871,9,0,5725.17288,30.47196983,Yes,0,0,70.61650485,1911.111111,,,,,,,,,
4375.316137,9,OPTIMAL,1390.834463,9,0,5766.1506,17.87553911,Yes,0,0,72.7762219,1911.111111,,,,,,,,,
4374.764803,10,OPTIMAL,1467.487277,9,0,5842.25208,39.42005838,Yes,0,0,76.78712498,1911.111111,,,,,,,,,
4373.662134,11,OPTIMAL,1620.792906,9,0,5994.45504,33.45761364,Yes,0,0,84.80893114,1911.111111,,,,,,,,,
4374.849623,12,OPTIMAL,1455.694537,9,0,5830.54416,9.056261291,Yes,0,0,76.17006296,1911.111111,,,,,,,,,
4373.831775,13,OPTIMAL,1597.207425,9,0,5971.0392,41.34234989,Yes,0,0,83.57480711,1911.111111,,,,,,,,,
4368.412113,14,OPTIMAL,1778.245887,9,0,6146.658,29.85065176,Yes,0,0,93.04774993,1911.111111,,,,,,,,,
4374.001417,15,OPTIMAL,1573.621943,9,0,5947.62336,39.75400483,Yes,0,0,82.34068309,1911.111111,,,,,,,,,
4375.952292,16,OPTIMAL,1302.388908,9,0,5678.3412,11.66151263,Yes,0,0,68.1482568,1911.111111,,,,,,,,,
4375.69783,17,OPTIMAL,1337.76713,9,0,5713.46496,41.29753733,Yes,0,0,69.99944284,1911.111111,,,,,,,,,
4373.619723,18,OPTIMAL,1626.689277,9,0,6000.309,33.11111419,Yes,0,0,85.11746214,1911.111111,,,,,,,,,
4374.255879,19,OPTIMAL,1538.243721,9,0,5912.4996,13.11692015,Yes,0,0,80.48949705,1911.111111,,,,,,,,,
4374.38311,20,OPTIMAL,1520.55461,9,0,5894.93772,39.84105081,Yes,0,0,79.56390403,1911.111111,,,,,,,,,
4370.398607,21,OPTIMAL,1746.989593,9,0,6117.3882,40.71209474,Yes,0,0,91.41224613,1911.111111,,,,,,,,,
4371.987803,22,OPTIMAL,1721.984557,9,0,6093.97236,30.06716037,Yes,0,0,90.10384309,1911.111111,,,,,,,,,
4376.232913,23,OPTIMAL,1190.883047,9,0,5567.11596,34.28648538,Yes,0,0,62.31364783,1911.111111,,,,,,,,,
4373.33439,24,OPTIMAL,1662.09837,9,0,6035.43276,10.33819496,Yes,0,0,86.97026353,1911.111111,,,,,,,,,
4375.570599,25,OPTIMAL,1355.456241,9,0,5731.02684,2.917195957,Yes,0,0,70.92503586,1911.111111,,,,,,,,,
4373.005967,26,OPTIMAL,1697.550553,9,0,6070.55652,18.9984038,Yes,0,0,88.82531965,1911.111111,,,,,,,,,
4376.206754,27,OPTIMAL,1267.010686,9,0,5643.21744,16.22975201,Yes,0,0,66.29707076,1911.111111,,,,,,,,,
4375.952292,28,OPTIMAL,1302.388908,9,0,5678.3412,32.58010231,Yes,0,0,68.1482568,1911.111111,,,,,,,,,
4376.291575,29,OPTIMAL,1255.217945,9,0,5631.50952,33.56964356,Yes,0,0,65.68000875,1911.111111,,,,,,,,,
4375.316137,30,OPTIMAL,1390.834463,9,0,5766.1506,38.32221742,Yes,0,0,72.7762219,1911.111111,,,,,,,,,
4375.952292,31,OPTIMAL,1302.388908,9,0,5678.3412,2.885322714,Yes,0,0,68.1482568,1911.111111,,,,,,,,,
4368.809411,32,OPTIMAL,1771.994629,9,0,6140.80404,19.78978372,Yes,0,0,92.72064917,1911.111111,,,,,,,,,
4373.534903,33,OPTIMAL,1638.482017,9,0,6012.01692,6.688904275,Yes,0,0,85.73452416,1911.111111,,,,,,,,,
4376.418806,34,OPTIMAL,1237.528834,9,0,5613.94764,33.80060251,Yes,0,0,64.75441573,1911.111111,,,,,,,,,
4374.637572,35,OPTIMAL,1485.176388,9,0,5859.81396,35.19252288,Yes,0,0,77.712718,1911.111111,,,,,,,,,
4376.291575,36,OPTIMAL,1255.217945,9,0,5631.50952,1.666578049,Yes,0,0,65.68000875,1911.111111,,,,,,,,,
4374.043827,37,OPTIMAL,1567.725573,9,0,5941.7694,24.73809756,Yes,0,0,82.03215208,1911.111111,,,,,,,,,
4374.298289,38,OPTIMAL,1532.347351,9,0,5906.64564,32.50198109,Yes,0,0,80.18096605,1911.111111,,,,,,,,,
4374.128648,39,OPTIMAL,1555.932832,9,0,5930.06148,8.859684131,Yes,0,0,81.41509007,1911.111111,,,,,,,,,
4375.146496,40,OPTIMAL,1414.419944,9,0,5789.56644,23.1287836,Yes,0,0,74.01034592,1911.111111,,,,,,,,,
4373.051555,41,OPTIMAL,1691.651005,9,0,6064.70256,7.668595339,Yes,0,0,88.51662235,1911.111111,,,,,,,,,
4375.273727,42,OPTIMAL,1396.730833,9,0,5772.00456,7.232382883,Yes,0,0,73.0847529,1911.111111,,,,,,,,,
4375.316137,43,OPTIMAL,1390.834463,9,0,5766.1506,31.58828145,Yes,0,0,72.7762219,1911.111111,,,,,,,,,
4370.001308,44,OPTIMAL,1753.240852,9,0,6123.24216,16.0405571,Yes,0,0,91.73934689,1911.111111,,,,,,,,,
4375.316137,45,OPTIMAL,1390.834463,9,0,5766.1506,7.223676766,Yes,0,0,72.7762219,1911.111111,,,,,,,,,
4375.316137,46,OPTIMAL,1390.834463,9,0,5766.1506,5.999324771,Yes,0,0,72.7762219,1911.111111,,,,,,,,,
4376.121934,47,OPTIMAL,1278.803426,9,0,5654.92536,14.95394181,Yes,0,0,66.91413278,1911.111111,,,,,,,,,
4376.503627,48,OPTIMAL,1225.736093,9,0,5602.23972,37.97541794,Yes,0,0,64.13735372,1911.111111,,,,,,,,,
4373.217752,1,OPTIMAL,1679.776888,10,0,6052.99464,38.8999375,Yes,0,0,83.9888444,2000,,,,,,,,,
4373.942411,2,OPTIMAL,1581.825589,10,0,5955.768,19.08223542,Yes,0,0,79.09127946,2000,,,,,,,,,
4373.16525,3,OPTIMAL,1686.44691,10,0,6059.61216,5.193337459,Yes,0,0,84.3223455,2000,,,,,,,,,
4370.795019,4,OPTIMAL,1743.793461,10,0,6114.58848,23.22690833,Yes,0,0,87.18967306,2000,,,,,,,,,
4373.632631,5,OPTIMAL,1624.894729,10,0,5998.52736,32.07318548,Yes,0,0,81.24473645,2000,,,,,,,,,
4367.551777,6,OPTIMAL,1795.904543,10,0,6163.45632,36.69323335,Yes,0,0,89.79522714,2000,,,,,,,,,
4373.986665,7,OPTIMAL,1575.672855,10,0,5949.65952,31.76523144,Yes,0,0,78.78364274,2000,,,,,,,,,
4374.960259,8,OPTIMAL,1440.312701,10,0,5815.27296,25.10570655,Yes,0,0,72.01563505,2000,,,,,,,,,
4377.044558,9,OPTIMAL,1890.255922,10,0,6267.30048,0.946385833,Yes,0,0,94.51279608,2000,,,,,,,,,
4381.53377,10,OPTIMAL,1989.61087,10,0,6371.14464,4.557138687,Yes,0,0,99.48054351,2000,,,,,,,,,
4369.984208,11,OPTIMAL,1756.821232,10,0,6126.80544,28.54325551,Yes,0,0,87.84106158,2000,,,,,,,,,
4373.632631,12,OPTIMAL,1624.894729,10,0,5998.52736,11.16146855,Yes,0,0,81.24473645,2000,,,,,,,,,
4374.923836,13,OPTIMAL,1874.051204,10,0,6248.97504,9.834037239,Yes,0,0,93.70256021,2000,,,,,,,,,
4376.332953,14,OPTIMAL,1884.859047,10,0,6261.192,40.10572463,Yes,0,0,94.24295233,2000,,,,,,,,,
4373.359103,15,OPTIMAL,1661.819137,10,0,6035.17824,35.79308181,Yes,0,0,83.09095683,2000,,,,,,,,,
4374.473462,16,OPTIMAL,1507.992778,10,0,5882.46624,15.04406142,Yes,0,0,75.3996389,2000,,,,,,,,,
4369.984208,17,OPTIMAL,1756.821232,10,0,6126.80544,5.261429588,Yes,0,0,87.84106158,2000,,,,,,,,,
4377.044558,18,OPTIMAL,1890.255922,10,0,6267.30048,29.33796083,Yes,0,0,94.51279608,2000,,,,,,,,,
4372.798542,19,OPTIMAL,1711.247538,10,0,6084.04608,18.65439149,Yes,0,0,85.56237688,2000,,,,,,,,,
4373.01986,20,OPTIMAL,1704.91774,10,0,6077.9376,30.88011347,Yes,0,0,85.24588701,2000,,,,,,,,,
4380.602584,21,OPTIMAL,1917.240296,10,0,6297.84288,30.87365886,Yes,0,0,95.8620148,2000,,,,,,,,,
4381.334323,22,OPTIMAL,1940.942477,10,0,6322.2768,43.73086635,Yes,0,0,97.04712387,2000,,,,,,,,,
4373.853902,23,OPTIMAL,1594.131058,10,0,5967.98496,31.49814564,Yes,0,0,79.70655289,2000,,,,,,,,,
4379.890979,24,OPTIMAL,1911.843421,10,0,6291.7344,1.358454415,Yes,0,0,95.59217106,2000,,,,,,,,,
4380.124928,25,OPTIMAL,1954.368832,10,0,6334.49376,39.72751217,Yes,0,0,97.7184416,2000,,,,,,,,,
4372.411065,26,OPTIMAL,1717.743495,10,0,6090.15456,42.18543102,Yes,0,0,85.88717473,2000,,,,,,,,,
4374.384954,27,OPTIMAL,1520.298246,10,0,5894.6832,28.02555456,Yes,0,0,76.01491232,2000,,,,,,,,,
4387.572617,28,OPTIMAL,1989.680503,10,0,6377.25312,34.16373545,Yes,0,0,99.48402517,2000,,,,,,,,,
4399.623104,29,OPTIMAL,1989.846976,10,0,6389.47008,23.1743028,Yes,0,0,99.49234882,2000,,,,,,,,,
4378.467769,30,OPTIMAL,1901.049671,10,0,6279.51744,8.131302529,Yes,0,0,95.05248357,2000,,,,,,,,,
4380.124928,31,OPTIMAL,1954.368832,10,0,6334.49376,28.76819847,Yes,0,0,97.7184416,2000,,,,,,,,,
4372.411065,32,OPTIMAL,1717.743495,10,0,6090.15456,23.11709378,Yes,0,0,85.88717473,2000,,,,,,,,,
4374.606225,33,OPTIMAL,1489.534575,10,0,5864.1408,19.11050286,Yes,0,0,74.47672876,2000,,,,,,,,,
4367.957182,34,OPTIMAL,1789.390658,10,0,6157.34784,23.41911991,Yes,0,0,89.46953288,2000,,,,,,,,,
4368.598745,35,OPTIMAL,1825.399975,10,0,6193.99872,16.92384749,Yes,0,0,91.26999874,2000,,,,,,,,,
4373.986665,36,OPTIMAL,1575.672855,10,0,5949.65952,37.73709495,Yes,0,0,78.78364274,2000,,,,,,,,,
4375.004513,37,OPTIMAL,1434.159967,10,0,5809.16448,32.48561647,Yes,0,0,71.70799834,2000,,,,,,,,,
4371.605829,38,OPTIMAL,1730.765691,10,0,6102.37152,20.9464323,Yes,0,0,86.53828454,2000,,,,,,,,,
4374.738988,39,OPTIMAL,1471.076372,10,0,5845.81536,26.50642639,Yes,0,0,73.55381862,2000,,,,,,,,,
4372.112684,40,OPTIMAL,1852.428436,10,0,6224.54112,17.42864877,Yes,0,0,92.62142178,2000,,,,,,,,,
4371.605829,41,OPTIMAL,1730.765691,10,0,6102.37152,29.19409002,Yes,0,0,86.53828454,2000,,,,,,,,,
4367.199306,42,OPTIMAL,1814.582454,10,0,6181.78176,30.17636669,Yes,0,0,90.72912272,2000,,,,,,,,,
4373.898157,43,OPTIMAL,1587.978323,10,0,5961.87648,36.5548685,Yes,0,0,79.39891617,2000,,,,,,,,,
4374.340699,44,OPTIMAL,1526.450981,10,0,5900.79168,14.21868938,Yes,0,0,76.32254904,2000,,,,,,,,,
4373.898157,45,OPTIMAL,1587.978323,10,0,5961.87648,1.655795438,Yes,0,0,79.39891617,2000,,,,,,,,,
4373.544122,46,OPTIMAL,1637.200198,10,0,6010.74432,6.044232711,Yes,0,0,81.86000988,2000,,,,,,,,,
4374.163682,47,OPTIMAL,1551.061918,10,0,5925.2256,28.19723894,Yes,0,0,77.55309589,2000,,,,,,,,,
4374.384954,48,OPTIMAL,1520.298246,10,0,5894.6832,26.51745297,Yes,0,0,76.01491232,2000,,,,,,,,,
