,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Weight,Sum
0,0,0.010108928164874785,0.006820927013534772,0.005759608141142291,0.005625254981810625,0.008359536723078407,0.01765846849590744,0.037159257651080684,0.05403220068471643,0.05785705439928617,0.054686733432238115,0.05568465622511911,0.05756286470921201,0.059939991507122564,0.06112342807395968,0.06505993040562355,0.07141957177639283,0.0778217141545954,0.07587351794969625,0.05973435814829939,0.04528280930754399,0.03834157406972393,0.03242548984242078,0.024492363378917546,0.017169760763703253,0.8115568753408884,1733.2796550050405
1,1,0.012397028345550811,0.0074038966387936,0.005775977669685618,0.005551354033367286,0.00913030844759428,0.022743995412343437,0.0541428020477805,0.06838707637141452,0.06683388759521881,0.05654574973526856,0.04958712512259415,0.05006385489559603,0.0504621901423036,0.05170049053653702,0.05712674644904998,0.06310452895172038,0.06817434516252695,0.06990429916026358,0.06031737035710639,0.04680307565933461,0.037810312962053005,0.035362416118412066,0.029172468712922218,0.021498699472562513,0.032482879825465126,84008.6828358209
2,2,0.012073341519183644,0.006682510870847832,0.005039267993498073,0.004338200834664017,0.0068177390039098765,0.020214852653169874,0.05658718037298571,0.072910755835315,0.07568209405718854,0.060908534861873684,0.04853569428135928,0.04369553332481615,0.04353781798811639,0.045040420557969266,0.04961599478967681,0.06204128010274289,0.07378524125949075,0.07749662082122963,0.06444718220855136,0.042370846461032494,0.04254594173817089,0.036172077265726785,0.028576967066232514,0.02088390413224854,0.0022725895400278772,174914.29333333333
3,3,0.01100796039388098,0.0071119823220812855,0.005852741157098823,0.005840055302323127,0.009097438649885693,0.02179844041622089,0.05331534609853139,0.06842744063240065,0.06485933387977218,0.054920987133982066,0.04985887086608211,0.049834059415101245,0.05102690993947526,0.05256744092533585,0.05894112250685936,0.06833575831917946,0.07438681100101317,0.07518810081228687,0.06025809031384163,0.04181497844885371,0.03710256357514119,0.03255206342831343,0.026576785718144636,0.019324718744194818,0.03308890370280589,45766.41391941393
4,4,0.013455615951983163,0.010123723540236797,0.008928369582179314,0.007943718026690461,0.010105375142509157,0.018068991859355586,0.036557975599103634,0.05450419999729973,0.056581317115887764,0.0537324094794063,0.052717694025180825,0.054093235136110175,0.05624035090143028,0.058613573873828324,0.0628775648901388,0.06999446682970771,0.07551713830617952,0.07544855258419225,0.05981469727459375,0.044705233284864775,0.03801858655404295,0.03407230736576508,0.02740707036961797,0.020477832309695517,0.12059875159081268,12803.54974874372
