0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.65086821,0.637038819,0.632940262,0.640966741,0.673573403,0.727216955,0.801257608,0.855931288,0.887636131,0.910263524,0.928638441,0.942383036,0.936454041,0.926887482,0.915809454,0.911898412,0.916921062,0.879863084,0.846036065,0.827566162,0.826131242,0.783487185,0.723900725,0.676901532
0.644221882,0.626609611,0.621949043,0.619631407,0.632115491,0.640226242,0.672517503,0.716918115,0.759460084,0.797035338,0.821046309,0.831661637,0.82368418,0.812220091,0.81000485,0.822317554,0.844944101,0.8375834,0.81809145,0.805537208,0.805377673,0.768401001,0.710513932,0.662031774
0.630322537,0.613558386,0.606329274,0.606012471,0.614910555,0.620766824,0.648072001,0.693720259,0.74645622,0.784425188,0.816843606,0.840428116,0.84728499,0.844293137,0.839991028,0.852034035,0.877707185,0.88194873,0.861424921,0.860720126,0.833906906,0.775250427,0.713999638,0.670547386
0.643137819,0.629639487,0.625876358,0.635364273,0.671757993,0.741612776,0.823750013,0.891186174,0.92640469,0.94836393,0.978071459,0.998590722,1,0.989767296,0.98409381,0.984742146,0.992778046,0.940891504,0.906301652,0.886399103,0.87430573,0.816062424,0.748751215,0.701748605
0.667233691,0.653198452,0.648905512,0.661413726,0.696253786,0.754561898,0.827172506,0.882426745,0.907387459,0.927253395,0.946796019,0.961411934,0.951392775,0.940035102,0.929310207,0.92384341,0.933742736,0.895941684,0.863728389,0.845551423,0.849708181,0.799767954,0.73257318,0.683177212
