model,scenario,region,variable,unit,time,value
PaCES,BAU,ON,Total Generation Capacity|Electricity|Solar|PV,MW,2040,13728.611111111111
PaCES,BAU,ON,Total Generation Capacity|Electricity|Solar|PV,MW,2045,13728.611111111111
PaCES,BAU,ON,Total Generation Capacity|Electricity|Solar|PV,MW,2050,20617.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2025,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2030,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2035,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2040,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2045,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CC,MW,2050,4050.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2025,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2030,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2035,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2040,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2045,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|SC,MW,2050,4673.49
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2025,12.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2030,12.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2035,12.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2040,12.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2045,12.5
PaCES,BAU,ON,Total Generation Capacity|Electricity|Biogas,MW,2050,12.5
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2025,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2030,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2035,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2040,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2045,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Wind|Onshore,MW,2050,233.6
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2025,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2030,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2035,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2040,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2045,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|CT,MW,2050,103.9
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2025,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2030,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2035,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2040,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2045,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Oil|ST,MW,2050,38.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2025,403.2516528777767
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2030,403.2516528777767
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2035,403.2516528777767
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2040,847.6960973222211
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2045,847.6960973222211
PaCES,BAU,PE,Total Generation Capacity|Electricity|Solar|PV,MW,2050,2030.9999999999998
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2025,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2030,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2035,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2040,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2045,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Run,MW,2050,5526.2199999999975
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2025,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2030,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2035,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2040,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2045,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Daily,MW,2050,11046.5
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2025,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2030,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2035,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2040,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2045,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Wind|Onshore,MW,2050,6472.000000000001
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2025,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2030,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2035,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2040,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2045,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CC,MW,2050,411.00000000000006
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2025,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2030,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2035,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2040,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2045,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biomass,MW,2050,418.25
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2025,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2030,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2035,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2040,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2045,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Biogas,MW,2050,24.4
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2025,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2030,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2035,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2040,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2045,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Hydro|Monthly,MW,2050,24637.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2025,559.1
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2030,559.1
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2035,559.1
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2040,559.1
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2045,559.1
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CG,MW,2050,559.1
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2025,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2030,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2035,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2040,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2045,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CC,MW,2050,1965.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2025,2695.5555555555557
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2030,2695.5555555555557
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2035,3584.4444444444443
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2040,4806.666666666667
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2045,4806.666666666667
PaCES,BAU,SK,Total Generation Capacity|Electricity|Solar|PV,MW,2050,7140.000000000001
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2025,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2030,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2035,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2040,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2045,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal|CCS,MW,2050,139.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2025,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2030,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2035,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2040,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2045,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Coal,MW,2050,1420.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2025,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2030,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2035,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2040,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2045,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|SC,MW,2050,799.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2025,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2030,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2035,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2040,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2045,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Wind|Onshore,MW,2050,826.5
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2025,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2030,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2035,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2040,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2045,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Daily,MW,2050,850.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2025,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2030,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2035,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2040,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2045,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CG,MW,2050,477.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2025,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2030,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2035,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2040,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2045,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biomass,MW,2050,6.6000000000000005
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2025,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2030,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2035,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2040,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2045,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Biogas,MW,2050,20.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2025,13.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2030,13.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2035,13.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2040,13.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2045,13.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Hydro|Run,MW,2050,13.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,AB,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,BC,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2025,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2030,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2035,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2040,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2045,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CC,MW,2050,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2025,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2030,0.0
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2035,555.5555555555555
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2040,2444.4444444444443
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2045,2444.4444444444443
PaCES,BAU,MB,Total Generation Capacity|Electricity|Solar|PV,MW,2050,5000.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2025,1666.6666666666665
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2030,1666.6666666666665
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2035,2178.770916280774
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2040,2777.7777777777774
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2045,2777.7777777777774
PaCES,BAU,NB,Total Generation Capacity|Electricity|Solar|PV,MW,2050,3000.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2025,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2030,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2035,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2040,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2045,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CC,MW,2050,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2025,1444.4444444444443
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2030,1444.4444444444443
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2035,1777.7777777777776
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2040,3777.777777777778
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2045,3777.777777777778
PaCES,BAU,NL,Total Generation Capacity|Electricity|Solar|PV,MW,2050,6000.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2025,2000.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2030,2000.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2035,2222.222222222222
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2040,3000.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2045,3000.0
PaCES,BAU,NS,Total Generation Capacity|Electricity|Solar|PV,MW,2050,3000.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,ON,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2025,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2030,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2035,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2040,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2045,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CC,MW,2050,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,PE,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2025,8555.555555555555
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2030,8555.555555555555
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2035,9444.444444444443
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2040,16000.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2045,16000.0
PaCES,BAU,QC,Total Generation Capacity|Electricity|Solar|PV,MW,2050,25000.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2025,0.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2030,0.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2035,0.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2040,0.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2045,0.0
PaCES,BAU,SK,Total Generation Capacity|Electricity|Gas|CCS,MW,2050,0.0
