gen_id,year,capacity_added_mw,cumulative_capacity_mw,investment_cost
1,1,0.5,0.5,750.0
1,2,0.3,0.8,450.0
1,3,0.3299999999999996,1.1299999999999997,494.99999999999943
1,4,0.3600000000000003,1.49,540.0000000000005
1,5,0.3899999999999997,1.8799999999999997,584.9999999999995
1,6,0.0,1.8799999999999997,0.0
