type,line_id,year,hour,flow_mw
existing,1,4,18,100.0
existing,1,4,19,100.0
existing,1,4,20,100.0
existing,1,4,21,100.0
existing,1,4,22,100.0
existing,1,4,23,100.0
existing,1,4,24,100.0
existing,1,5,1,100.0
existing,1,5,2,100.0
existing,1,5,3,100.0
existing,1,5,4,100.0
existing,1,5,5,100.0
existing,1,5,6,100.0
existing,1,5,7,100.0
existing,1,5,8,100.0
existing,1,5,9,100.0
existing,1,5,10,100.0
existing,1,5,11,100.0
existing,1,5,12,100.0
existing,1,5,13,100.0
existing,1,5,14,100.0
existing,1,5,15,100.0
existing,1,5,16,100.0
existing,1,5,17,100.0
existing,1,5,18,100.0
existing,1,5,19,100.0
existing,1,5,20,100.0
existing,1,5,21,100.0
existing,1,5,22,100.0
existing,1,5,23,100.0
existing,1,5,24,100.0
existing,1,6,1,100.0
existing,1,6,2,100.0
existing,1,6,3,100.0
existing,1,6,4,100.0
existing,1,6,5,100.0
existing,1,6,6,100.0
existing,1,6,7,100.0
existing,1,6,8,100.0
existing,1,6,9,100.0
existing,1,6,10,100.0
existing,1,6,11,100.0
existing,1,6,12,100.0
existing,1,6,13,100.0
existing,1,6,14,100.0
existing,1,6,15,100.0
existing,1,6,16,100.0
existing,1,6,17,100.0
existing,1,6,18,100.0
existing,1,6,19,100.0
existing,1,6,20,100.0
existing,1,6,21,100.0
existing,1,6,22,100.0
existing,1,6,23,100.0
existing,1,6,24,100.0
existing,2,1,1,50.0
existing,2,1,2,50.0
existing,2,1,3,50.0
existing,2,1,4,50.0
existing,2,1,5,50.0
existing,2,1,6,50.0
existing,2,1,7,50.0
existing,2,1,8,50.0
existing,2,1,9,50.0
existing,2,1,10,50.0
existing,2,1,11,50.0
existing,2,1,12,50.0
existing,2,1,13,50.0
existing,2,1,14,50.0
existing,2,1,15,50.0
existing,2,1,16,50.0
existing,2,1,17,50.0
existing,2,1,18,50.0
existing,2,1,19,50.0
existing,2,1,20,50.0
existing,2,1,21,50.0
existing,2,1,22,50.0
existing,2,1,23,50.0
existing,2,1,24,50.0
existing,2,2,1,50.0
existing,2,2,2,50.0
existing,2,2,3,50.0
existing,2,2,4,50.0
existing,2,2,5,50.0
existing,2,2,6,50.0
existing,2,2,7,50.0
existing,2,2,8,50.0
existing,2,2,9,50.0
existing,2,2,10,50.0
existing,2,2,11,50.0
existing,2,2,12,50.0
existing,2,2,13,50.0
existing,2,2,14,50.0
existing,2,2,15,50.0
existing,2,2,16,50.0
existing,2,2,17,50.0
existing,2,2,18,50.0
existing,2,2,19,50.0
existing,2,2,20,50.0
existing,2,2,21,50.0
existing,2,2,22,50.0
existing,2,2,23,50.0
existing,2,2,24,50.0
existing,2,3,1,50.0
existing,2,3,2,50.0
existing,2,3,3,50.0
existing,2,3,4,50.0
existing,2,3,5,50.0
existing,2,3,6,50.0
existing,2,3,7,50.0
existing,2,3,8,50.0
existing,2,3,9,50.0
existing,2,3,10,50.0
existing,2,3,11,50.0
existing,2,3,12,50.0
existing,2,3,13,50.0
existing,2,3,14,50.0
existing,2,3,15,50.0
existing,2,3,16,50.0
existing,2,3,17,50.0
existing,2,3,18,50.0
existing,2,3,19,50.0
existing,2,3,20,50.0
existing,2,3,21,50.0
existing,2,3,22,50.0
existing,2,3,23,50.0
existing,2,3,24,50.0
existing,2,4,1,50.0
existing,2,4,2,50.0
existing,2,4,3,50.0
existing,2,4,4,50.0
existing,2,4,5,50.0
existing,2,4,6,50.0
existing,2,4,7,50.0
existing,2,4,8,50.0
existing,2,4,9,50.0
existing,2,4,10,50.0
existing,2,4,11,50.0
existing,2,4,12,50.0
existing,2,4,13,50.0
existing,2,4,14,50.0
existing,2,4,15,50.0
existing,2,4,16,50.0
existing,2,4,17,50.0
existing,2,4,18,50.0
existing,2,4,19,50.0
existing,2,4,20,50.0
existing,2,4,21,50.0
existing,2,4,22,50.0
existing,2,4,23,50.0
existing,2,4,24,50.0
existing,2,5,1,50.0
existing,2,5,2,50.0
existing,2,5,3,50.0
existing,2,5,4,50.0
existing,2,5,5,50.0
existing,2,5,6,50.0
existing,2,5,7,50.0
existing,2,5,8,50.0
existing,2,5,9,50.0
existing,2,5,10,50.0
existing,2,5,11,50.0
existing,2,5,12,50.0
existing,2,5,13,50.0
existing,2,5,14,50.0
existing,2,5,15,50.0
existing,2,5,16,50.0
existing,2,5,17,50.0
existing,2,5,18,50.0
existing,2,5,19,50.0
existing,2,5,20,50.0
existing,2,5,21,50.0
existing,2,5,22,50.0
existing,2,5,23,50.0
existing,2,5,24,50.0
existing,2,6,1,5.0
existing,2,6,2,5.0
existing,2,6,3,5.0
existing,2,6,4,5.0
existing,2,6,5,5.0
existing,2,6,6,5.0
existing,2,6,7,5.0
existing,2,6,8,5.0
existing,2,6,9,5.0
existing,2,6,10,5.0
existing,2,6,11,5.0
existing,2,6,12,5.0
existing,2,6,13,5.0
existing,2,6,14,5.0
existing,2,6,15,5.0
existing,2,6,16,5.0
existing,2,6,17,5.0
existing,2,6,18,5.0
existing,2,6,19,5.0
existing,2,6,20,5.0
existing,2,6,21,5.0
existing,2,6,22,5.0
existing,2,6,23,5.0
existing,2,6,24,5.0
existing,3,1,1,-50.0
existing,3,1,2,-50.0
existing,3,1,3,-50.0
existing,3,1,4,-50.0
existing,3,1,5,-50.0
existing,3,1,6,-50.0
existing,3,1,7,-50.0
existing,3,1,8,-50.0
existing,3,1,9,-50.0
existing,3,1,10,-50.0
existing,3,1,11,-50.0
existing,3,1,12,-50.0
existing,3,1,13,-50.0
existing,3,1,14,-50.0
existing,3,1,15,-50.0
existing,3,1,16,-50.0
existing,3,1,17,-50.0
existing,3,1,18,-50.0
existing,3,1,19,-50.0
existing,3,1,20,-50.0
existing,3,1,21,-50.0
existing,3,1,22,-50.0
existing,3,1,23,-50.0
existing,3,1,24,-50.0
existing,3,2,1,-50.0
existing,3,2,2,-50.0
existing,3,2,3,-50.0
existing,3,2,4,-50.0
existing,3,2,5,-50.0
existing,3,2,6,-50.0
existing,3,2,7,-50.0
existing,3,2,8,-50.0
existing,3,2,9,-50.0
existing,3,2,10,-50.0
existing,3,2,11,-50.0
existing,3,2,12,-50.0
existing,3,2,13,-50.0
existing,3,2,14,-50.0
existing,3,2,15,-50.0
existing,3,2,16,-50.0
existing,3,2,17,-50.0
existing,3,2,18,-50.0
existing,3,2,19,-50.0
existing,3,2,20,-50.0
existing,3,2,21,-50.0
existing,3,2,22,-50.0
existing,3,2,23,-50.0
existing,3,2,24,-50.0
existing,3,3,1,-50.0
existing,3,3,2,-50.0
existing,3,3,3,-50.0
existing,3,3,4,-50.0
existing,3,3,5,-50.0
existing,3,3,6,-50.0
existing,3,3,7,-50.0
existing,3,3,8,-50.0
existing,3,3,9,-50.0
existing,3,3,10,-50.0
existing,3,3,11,-50.0
existing,3,3,12,-50.0
existing,3,3,13,-50.0
existing,3,3,14,-50.0
existing,3,3,15,-50.0
existing,3,3,16,-50.0
existing,3,3,17,-50.0
existing,3,3,18,-50.0
existing,3,3,19,-50.0
existing,3,3,20,-50.0
existing,3,3,21,-50.0
existing,3,3,22,-50.0
existing,3,3,23,-50.0
existing,3,3,24,-50.0
existing,3,4,1,-50.0
existing,3,4,2,-50.0
existing,3,4,3,-50.0
existing,3,4,4,-50.0
existing,3,4,5,-50.0
existing,3,4,6,-50.0
existing,3,4,7,-50.0
existing,3,4,8,-50.0
existing,3,4,9,-50.0
existing,3,4,10,-50.0
existing,3,4,11,-50.0
existing,3,4,12,-50.0
existing,3,4,13,-50.0
existing,3,4,14,-50.0
existing,3,4,15,-50.0
existing,3,4,16,-50.0
existing,3,4,17,-50.0
existing,3,4,18,-50.0
existing,3,4,19,-50.0
existing,3,4,20,-50.0
existing,3,4,21,-50.0
existing,3,4,22,-50.0
existing,3,4,23,-50.0
existing,3,4,24,-50.0
existing,3,5,1,-50.0
existing,3,5,2,-50.0
existing,3,5,3,-50.0
existing,3,5,4,-50.0
existing,3,5,5,-50.0
existing,3,5,6,-50.0
existing,3,5,7,-50.0
existing,3,5,8,-50.0
existing,3,5,9,-50.0
existing,3,5,10,-50.0
existing,3,5,11,-50.0
existing,3,5,12,-50.0
existing,3,5,13,-50.0
existing,3,5,14,-50.0
existing,3,5,15,-50.0
existing,3,5,16,-50.0
existing,3,5,17,-50.0
existing,3,5,18,-50.0
existing,3,5,19,-50.0
existing,3,5,20,-50.0
existing,3,5,21,-50.0
existing,3,5,22,-50.0
existing,3,5,23,-50.0
existing,3,5,24,-50.0
existing,3,6,1,-95.0
existing,3,6,2,-95.0
existing,3,6,3,-95.0
existing,3,6,4,-95.0
existing,3,6,5,-95.0
existing,3,6,6,-95.0
existing,3,6,7,-95.0
existing,3,6,8,-95.0
existing,3,6,9,-95.0
existing,3,6,10,-95.0
existing,3,6,11,-95.0
existing,3,6,12,-95.0
existing,3,6,13,-95.0
existing,3,6,14,-95.0
existing,3,6,15,-95.0
existing,3,6,16,-95.0
existing,3,6,17,-95.0
existing,3,6,18,-95.0
existing,3,6,19,-95.0
existing,3,6,20,-95.0
existing,3,6,21,-95.0
existing,3,6,22,-95.0
existing,3,6,23,-95.0
existing,3,6,24,-95.0
candidate,1,1,1,100.0
candidate,1,1,2,100.0
candidate,1,1,3,100.0
candidate,1,1,4,100.0
candidate,1,1,5,100.0
candidate,1,1,6,100.0
candidate,1,1,7,100.0
candidate,1,1,8,100.0
candidate,1,1,9,100.0
candidate,1,1,10,100.0
candidate,1,1,11,100.0
candidate,1,1,12,100.0
candidate,1,1,13,100.0
candidate,1,1,14,100.0
candidate,1,1,15,100.0
candidate,1,1,16,100.0
candidate,1,1,17,100.0
candidate,1,1,18,100.0
candidate,1,1,19,100.0
candidate,1,1,20,100.0
candidate,1,1,21,100.0
candidate,1,1,22,100.0
candidate,1,1,23,100.0
candidate,1,1,24,100.0
candidate,1,2,1,100.0
candidate,1,2,2,100.0
candidate,1,2,3,100.0
candidate,1,2,4,100.0
candidate,1,2,5,100.0
candidate,1,2,6,100.0
candidate,1,2,7,100.0
candidate,1,2,8,100.0
candidate,1,2,9,100.0
candidate,1,2,10,100.0
candidate,1,2,11,100.0
candidate,1,2,12,100.0
candidate,1,2,13,100.0
candidate,1,2,14,100.0
candidate,1,2,15,100.0
candidate,1,2,16,100.0
candidate,1,2,17,100.0
candidate,1,2,18,100.0
candidate,1,2,19,100.0
candidate,1,2,20,100.0
candidate,1,2,21,100.0
candidate,1,2,22,100.0
candidate,1,2,23,100.0
candidate,1,2,24,100.0
candidate,1,3,1,100.0
candidate,1,3,2,100.0
candidate,1,3,3,100.0
candidate,1,3,4,100.0
candidate,1,3,5,100.0
candidate,1,3,6,100.0
candidate,1,3,7,100.0
candidate,1,3,8,100.0
candidate,1,3,9,100.0
candidate,1,3,10,100.0
candidate,1,3,11,100.0
candidate,1,3,12,100.0
candidate,1,3,13,100.0
candidate,1,3,14,100.0
candidate,1,3,15,100.0
candidate,1,3,16,100.0
candidate,1,3,17,100.0
candidate,1,3,18,100.0
candidate,1,3,19,100.0
candidate,1,3,20,100.0
candidate,1,3,21,100.0
candidate,1,3,22,100.0
candidate,1,3,23,100.0
candidate,1,3,24,100.0
candidate,1,4,1,100.0
candidate,1,4,2,100.0
candidate,1,4,3,100.0
candidate,1,4,4,100.0
candidate,1,4,5,100.0
candidate,1,4,6,100.0
candidate,1,4,7,100.0
candidate,1,4,8,100.0
candidate,1,4,9,100.0
candidate,1,4,10,100.0
candidate,1,4,11,100.0
candidate,1,4,12,100.0
candidate,1,4,13,100.0
candidate,1,4,14,100.0
candidate,1,4,15,100.0
candidate,1,4,16,100.0
candidate,1,4,17,100.0
candidate,1,4,18,100.0
candidate,1,4,19,100.0
candidate,1,4,20,100.0
candidate,1,4,21,100.0
candidate,1,4,22,100.0
candidate,1,4,23,100.0
candidate,1,4,24,100.0
candidate,1,5,1,100.0
candidate,1,5,2,100.0
candidate,1,5,3,100.0
candidate,1,5,4,100.0
candidate,1,5,5,100.0
candidate,1,5,6,100.0
candidate,1,5,7,100.0
candidate,1,5,8,100.0
candidate,1,5,9,100.0
candidate,1,5,10,100.0
candidate,1,5,11,100.0
candidate,1,5,12,100.0
candidate,1,5,13,100.0
candidate,1,5,14,100.0
candidate,1,5,15,100.0
candidate,1,5,16,100.0
candidate,1,5,17,100.0
candidate,1,5,18,100.0
candidate,1,5,19,100.0
candidate,1,5,20,100.0
candidate,1,5,21,100.0
candidate,1,5,22,100.0
candidate,1,5,23,100.0
candidate,1,5,24,100.0
candidate,1,6,1,100.0
candidate,1,6,2,100.0
candidate,1,6,3,100.0
candidate,1,6,4,100.0
candidate,1,6,5,100.0
candidate,1,6,6,100.0
candidate,1,6,7,100.0
candidate,1,6,8,100.0
candidate,1,6,9,100.0
candidate,1,6,10,100.0
candidate,1,6,11,100.0
candidate,1,6,12,100.0
candidate,1,6,13,100.0
candidate,1,6,14,100.0
candidate,1,6,15,100.0
candidate,1,6,16,100.0
candidate,1,6,17,100.0
candidate,1,6,18,100.0
candidate,1,6,19,100.0
candidate,1,6,20,100.0
candidate,1,6,21,100.0
candidate,1,6,22,100.0
candidate,1,6,23,100.0
candidate,1,6,24,100.0
