type,line_id,year,hour,flow_mw
existing,4,3,19,-150.0
existing,4,3,20,-150.0
existing,4,3,21,-42.24118837532052
existing,4,3,22,150.0
existing,4,3,23,150.0
existing,4,3,24,150.0
existing,4,3,25,150.0
existing,4,3,26,150.0
existing,4,3,27,150.0
existing,4,3,28,150.0
existing,4,3,29,150.0
existing,4,3,30,150.0
existing,4,3,31,150.0
existing,4,3,32,150.0
existing,4,3,33,150.0
existing,4,3,34,7.980364524880031
existing,4,3,35,-150.0
existing,4,3,36,-150.0
existing,4,3,37,-134.3140484536396
existing,4,3,38,-150.0
existing,4,3,39,-150.0
existing,4,3,40,-150.0
existing,4,3,41,-150.0
existing,4,3,42,150.0
existing,4,3,43,-150.0
existing,4,3,44,-150.0
existing,4,3,45,-150.0
existing,4,3,46,-150.0
existing,4,3,47,66.01416397576094
existing,4,3,48,150.0
existing,4,4,1,150.0
existing,4,4,2,150.0
existing,4,4,3,150.0
existing,4,4,4,150.0
existing,4,4,5,150.0
existing,4,4,6,150.0
existing,4,4,7,150.0
existing,4,4,8,150.0
existing,4,4,9,150.0
existing,4,4,10,31.472427632319693
existing,4,4,11,-150.0
existing,4,4,12,-150.0
existing,4,4,13,-150.0
existing,4,4,14,-150.0
existing,4,4,15,-150.0
existing,4,4,16,-150.0
existing,4,4,17,-150.0
existing,4,4,18,150.0
existing,4,4,19,-150.0
existing,4,4,20,-150.0
existing,4,4,21,-150.0
existing,4,4,22,-150.0
existing,4,4,23,-150.0
existing,4,4,24,150.0
existing,4,4,25,150.0
existing,4,4,26,150.0
existing,4,4,27,150.0
existing,4,4,28,150.0
existing,4,4,29,150.0
existing,4,4,30,150.0
existing,4,4,31,117.95588892676022
existing,4,4,32,-150.0
existing,4,4,33,-150.0
existing,4,4,34,-150.0
existing,4,4,35,-150.0
existing,4,4,36,-150.0
existing,4,4,37,-150.0
existing,4,4,38,-150.0
existing,4,4,39,150.0
existing,4,4,40,-150.0
existing,4,4,41,-150.0
existing,4,4,42,-150.0
existing,4,4,43,-150.0
existing,4,4,44,150.0
existing,4,4,45,150.0
existing,4,4,46,-150.0
existing,4,4,47,-150.0
existing,4,4,48,-150.0
existing,4,5,1,-150.0
existing,4,5,2,-150.0
existing,4,5,3,71.40525996783998
existing,4,5,4,136.71633354039994
existing,4,5,5,139.40958136672106
existing,4,5,6,132.0031667730397
existing,4,5,7,-147.42053341615866
existing,4,5,8,-150.0
existing,4,5,9,-150.0
existing,4,5,10,-150.0
existing,4,5,11,-150.0
existing,4,5,12,150.0
existing,4,5,13,150.0
existing,4,5,14,150.0
existing,4,5,15,150.0
existing,4,5,16,-150.0
existing,4,5,17,-150.0
existing,4,5,18,-150.0
existing,4,5,19,-150.0
existing,4,5,20,-150.0
existing,4,5,21,-150.0
existing,4,5,22,150.0
existing,4,5,23,-150.0
existing,4,5,24,-150.0
existing,4,5,25,-150.0
existing,4,5,26,51.87926401312069
existing,4,5,27,72.75187710952076
existing,4,5,28,150.0
existing,4,5,29,133.34978391471958
existing,4,5,30,-150.0
existing,4,5,31,-150.0
existing,4,5,32,-150.0
existing,4,5,33,150.0
existing,4,5,34,-150.0
existing,4,5,35,-150.0
existing,4,5,36,-150.0
existing,4,5,37,150.0
existing,4,5,38,-150.0
existing,4,5,39,-150.0
existing,4,5,40,-150.0
existing,4,5,41,-150.0
existing,4,5,42,-150.0
existing,4,5,43,-150.0
existing,4,5,44,-150.0
existing,4,5,45,-150.0
existing,4,5,46,-150.0
existing,4,5,47,150.0
existing,4,5,48,-63.63759739520174
existing,4,6,1,-150.0
existing,4,6,2,-150.0
existing,4,6,3,-150.0
existing,4,6,4,-150.0
existing,4,6,5,-150.0
existing,4,6,6,-150.0
existing,4,6,7,-150.0
existing,4,6,8,-150.0
existing,4,6,9,92.64407436377041
existing,4,6,10,150.0
existing,4,6,11,-150.0
existing,4,6,12,-150.0
existing,4,6,13,-150.0
existing,4,6,14,-150.0
existing,4,6,15,-150.0
existing,4,6,16,-150.0
existing,4,6,17,-150.0
existing,4,6,18,-150.0
existing,4,6,19,-150.0
existing,4,6,20,-150.0
existing,4,6,21,-150.0
existing,4,6,22,-150.0
existing,4,6,23,-150.0
existing,4,6,24,-150.0
existing,4,6,25,-150.0
existing,4,6,26,-150.0
existing,4,6,27,-150.0
existing,4,6,28,-150.0
existing,4,6,29,-150.0
existing,4,6,30,-150.0
existing,4,6,31,-150.0
existing,4,6,32,-150.0
existing,4,6,33,-150.0
existing,4,6,34,-150.0
existing,4,6,35,-150.0
existing,4,6,36,-150.0
existing,4,6,37,-150.0
existing,4,6,38,-150.0
existing,4,6,39,-150.0
existing,4,6,40,-150.0
existing,4,6,41,7.184916514465044
existing,4,6,42,-135.53332936168533
existing,4,6,43,-65.99355866730491
existing,4,6,44,-150.0
existing,4,6,45,-141.000042611175
existing,4,6,46,-150.0
existing,4,6,47,-141.8173126726706
existing,4,6,48,-150.0
existing,5,1,1,-3000.0
existing,5,1,2,-3000.0
existing,5,1,3,-3000.0
existing,5,1,4,-3000.0
existing,5,1,5,-3000.0
existing,5,1,6,-3000.0
existing,5,1,7,-3000.0
existing,5,1,8,-3000.0
existing,5,1,9,-3000.0
existing,5,1,10,-3000.0
existing,5,1,11,-3000.0
existing,5,1,12,-3000.0
existing,5,1,13,-3000.0
existing,5,1,14,-3000.0
existing,5,1,15,-3000.0
existing,5,1,16,-3000.0
existing,5,1,17,-3000.0
existing,5,1,18,-3000.0
existing,5,1,19,-3000.0
existing,5,1,20,-3000.0
existing,5,1,21,-3000.0
existing,5,1,22,-3000.0
existing,5,1,23,-3000.0
existing,5,1,24,-3000.0
existing,5,1,25,-3000.0
existing,5,1,26,-3000.0
existing,5,1,27,-3000.0
existing,5,1,28,-3000.0
existing,5,1,29,-3000.0
existing,5,1,30,-3000.0
existing,5,1,31,-3000.0
existing,5,1,32,-3000.0
existing,5,1,33,-3000.0
existing,5,1,34,-3000.0
existing,5,1,35,-3000.0
existing,5,1,36,-3000.0
existing,5,1,37,-3000.0
existing,5,1,38,-3000.0
existing,5,1,39,-3000.0
existing,5,1,40,-3000.0
existing,5,1,41,-1995.9039593190305
existing,5,1,42,-68.46150322902895
existing,5,1,43,-1007.6119643370355
existing,5,1,44,-1812.9880424500284
existing,5,1,45,-2776.7092704950346
existing,5,1,46,-3000.0
existing,5,1,47,-3000.0
existing,5,1,48,-3000.0
existing,5,2,1,-3000.0
existing,5,2,2,-3000.0
existing,5,2,3,-3000.0
existing,5,2,4,-3000.0
existing,5,2,5,-3000.0
existing,5,2,6,-3000.0
existing,5,2,7,-3000.0
existing,5,2,8,-3000.0
existing,5,2,9,-3000.0
existing,5,2,10,-3000.0
existing,5,2,11,-3000.0
existing,5,2,12,-3000.0
existing,5,2,13,-2823.6667990416954
existing,5,2,14,-2159.9822845420967
existing,5,2,15,-1646.452651515794
existing,5,2,16,-832.6132555428967
existing,5,2,17,-322.08674309969683
existing,5,2,18,1138.6061865634092
existing,5,2,19,38.28494827450504
existing,5,2,20,-775.5544476983978
existing,5,2,21,-2039.858427686895
existing,5,2,22,-3000.0
existing,5,2,23,-3000.0
existing,5,2,24,-3000.0
existing,5,2,25,-3000.0
existing,5,2,26,-3000.0
existing,5,2,27,-3000.0
existing,5,2,28,-3000.0
existing,5,2,29,-3000.0
existing,5,2,30,-3000.0
existing,5,2,31,-3000.0
existing,5,2,32,-3000.0
existing,5,2,33,-3000.0
existing,5,2,34,-2310.137166015394
existing,5,2,35,-1253.046875344689
existing,5,2,36,-982.7681370161924
existing,5,2,37,-1544.3473369462947
existing,5,2,38,-1340.1367078072908
existing,5,2,39,-69.82654705689129
existing,5,2,40,490.4261119828934
existing,5,2,41,2139.0581424701068
existing,5,2,42,3000.0
existing,5,2,43,2989.2073868123016
existing,5,2,44,2296.4062028550024
existing,5,2,45,1467.3932411605037
existing,5,2,46,-198.95970525710163
existing,5,2,47,-2622.459290485802
existing,5,2,48,-3000.0
existing,5,3,1,-3000.0
existing,5,3,2,-3000.0
existing,5,3,3,-3000.0
existing,5,3,4,-3000.0
existing,5,3,5,-3000.0
existing,5,3,6,-3000.0
existing,5,3,7,-3000.0
existing,5,3,8,-3000.0
existing,5,3,9,-3000.0
existing,5,3,10,-2401.7316129079195
existing,5,3,11,-1258.7527561291488
existing,5,3,12,587.4182758474244
existing,5,3,13,1426.9994024844354
existing,5,3,14,1997.9145685975873
existing,5,3,15,2439.663395544816
existing,5,3,16,3000.0
existing,5,3,17,3000.0
existing,5,3,18,3000.0
existing,5,3,19,3000.0
existing,5,3,20,3000.0
existing,5,3,21,2101.2475983615113
existing,5,3,22,827.6676324017817
existing,5,3,23,-1404.102729235511
existing,5,3,24,-3000.0
existing,5,3,25,-3000.0
existing,5,3,26,-3000.0
existing,5,3,27,-3000.0
existing,5,3,28,-3000.0
existing,5,3,29,-3000.0
existing,5,3,30,-3000.0
existing,5,3,31,-2867.5120273313096
existing,5,3,32,-928.4120833326197
existing,5,3,33,845.7509022182612
existing,5,3,34,1868.7482294316615
existing,5,3,35,2778.0791927281316
existing,5,3,36,3000.0
existing,5,3,37,2527.4965020207756
existing,5,3,38,2703.1627149726737
existing,5,3,39,3000.0
existing,5,3,40,3000.0
existing,5,3,41,3000.0
existing,5,3,42,3000.0
existing,5,3,43,3000.0
existing,5,3,44,3000.0
existing,5,3,45,3000.0
existing,5,3,46,3000.0
existing,5,3,47,1600.0822689078186
existing,5,3,48,-538.6100216590894
existing,5,4,1,280.60019701041165
existing,5,4,2,-744.8409472932653
existing,5,4,3,-2556.718776878654
existing,5,4,4,-2908.9274437808454
existing,5,4,5,-2923.45155393028
existing,5,4,6,-2883.5103423122073
existing,5,4,7,-1376.6380224876636
existing,5,4,8,-123.9369364523809
existing,5,4,9,1016.0369473069809
existing,5,4,10,1759.992336156245
existing,5,4,11,2742.4677197125566
existing,5,4,12,3000.0
existing,5,4,13,3000.0
existing,5,4,14,3000.0
existing,5,4,15,3000.0
existing,5,4,16,3000.0
existing,5,4,17,3000.0
existing,5,4,18,3000.0
existing,5,4,19,2547.0021557920136
existing,5,4,20,3000.0
existing,5,4,21,3000.0
existing,5,4,22,3000.0
existing,5,4,23,2617.528601433476
existing,5,4,24,874.0607803792773
existing,5,4,25,-810.1992603799772
existing,5,4,26,-2451.419252173874
existing,5,4,27,-2563.9807954362304
existing,5,4,28,-3000.0
existing,5,4,29,-2890.7723608697756
existing,5,4,30,-1140.6218716094597
existing,5,4,31,1359.6194083460769
existing,5,4,32,3000.0
existing,5,4,33,3000.0
existing,5,4,34,3000.0
existing,5,4,35,3000.0
existing,5,4,36,3000.0
existing,5,4,37,3000.0
existing,5,4,38,3000.0
existing,5,4,39,2905.6559840096133
existing,5,4,40,3000.0
existing,5,4,41,3000.0
existing,5,4,42,3000.0
existing,5,4,43,523.4449184288005
existing,5,4,44,3000.0
existing,5,4,45,3000.0
existing,5,4,46,2675.7147141664127
existing,5,4,47,3000.0
existing,5,4,48,3000.0
existing,5,5,1,3000.0
existing,5,5,2,3000.0
existing,5,5,3,1652.4551319752418
existing,5,5,4,1358.5764234969074
existing,5,5,5,1346.4576793159222
existing,5,5,6,1379.7841496399487
existing,5,5,7,2637.1004306012383
existing,5,5,8,3000.0
existing,5,5,9,3000.0
existing,5,5,10,3000.0
existing,5,5,11,3000.0
existing,5,5,12,2544.7291001536023
existing,5,5,13,1963.4583423935992
existing,5,5,14,1568.1942271167973
existing,5,5,15,3000.0
existing,5,5,16,3000.0
existing,5,5,17,3000.0
existing,5,5,18,3000.0
existing,5,5,19,3000.0
existing,5,5,20,3000.0
existing,5,5,21,3000.0
existing,5,5,22,2378.396245465602
existing,5,5,23,3000.0
existing,5,5,24,3000.0
existing,5,5,25,3000.0
existing,5,5,26,1740.3157987663244
existing,5,5,27,1646.3957903542232
existing,5,5,28,1279.804799606819
existing,5,5,29,1373.7248080189183
existing,5,5,30,2834.0294903264376
existing,5,5,31,3000.0
existing,5,5,32,3000.0
existing,5,5,33,3000.0
existing,5,5,34,1357.6205058432006
existing,5,5,35,728.0595482175995
existing,5,5,36,3000.0
existing,5,5,37,3000.0
existing,5,5,38,3000.0
existing,5,5,39,3000.0
existing,5,5,40,3000.0
existing,5,5,41,2779.0512686272023
existing,5,5,42,1516.3523468352014
existing,5,5,43,2131.605098425599
existing,5,5,44,2659.220074560001
existing,5,5,45,113.96053342689584
existing,5,5,46,3000.0
existing,5,5,47,1843.6271483264045
existing,5,5,48,3000.0
existing,5,6,1,2220.9549037343986
existing,5,6,2,2790.943257315196
existing,5,6,3,3000.0
existing,5,6,4,2866.0027036677084
existing,5,6,5,2852.638883029773
existing,5,6,6,2889.389305784346
existing,5,6,7,3000.0
existing,5,6,8,2453.6837252287914
existing,5,6,9,2195.423060810738
existing,5,6,10,1793.3980406016008
existing,5,6,11,3000.0
existing,5,6,12,3000.0
existing,5,6,13,3000.0
existing,5,6,14,2660.4974696287954
existing,5,6,15,2323.237937542399
existing,5,6,16,1788.7505852512004
existing,5,6,17,149.89581786764575
existing,5,6,18,321.375772716804
existing,5,6,19,1216.7899780639964
existing,5,6,20,1751.2773303551976
existing,5,6,21,2581.6063732831944
existing,5,6,22,3000.0
existing,5,6,23,3000.0
existing,5,6,24,2004.5627983500308
existing,5,6,25,2826.4442586047935
existing,5,6,26,3000.0
existing,5,6,27,3000.0
existing,5,6,28,2779.1381047204177
existing,5,6,29,2882.7074290652745
existing,5,6,30,3000.0
existing,5,6,31,1471.489250428801
existing,5,6,32,3000.0
existing,5,6,33,3000.0
existing,5,6,34,2759.111379731198
existing,5,6,35,2064.869501801596
existing,5,6,36,1887.3644953535986
existing,5,6,37,2256.1804818464025
existing,5,6,38,2122.0655704543997
existing,5,6,39,470.54118164848524
existing,5,6,40,865.7244723808035
existing,5,6,41,1143.5811832944964
existing,5,6,42,3000.0
existing,5,6,43,2318.116717443392
existing,5,6,44,1360.9675885420475
existing,5,6,45,215.63318018929067
existing,5,6,46,306.401340576424
existing,5,6,47,2980.593668357058
existing,5,6,48,81.03324096320102
existing,6,1,1,1200.0
existing,6,1,2,1200.0
existing,6,1,3,1123.2614713099993
existing,6,1,4,1094.3987429749995
existing,6,1,5,1093.2085239799994
existing,6,1,6,1096.4816187350002
existing,6,1,7,1200.0
existing,6,1,8,1200.0
existing,6,1,9,1200.0
existing,6,1,10,1200.0
existing,6,1,11,1200.0
existing,6,1,12,1200.0
existing,6,1,13,1200.0
existing,6,1,14,1200.0
existing,6,1,15,1200.0
existing,6,1,16,1200.0
existing,6,1,17,1200.0
existing,6,1,18,887.4525094786759
existing,6,1,19,1200.0
existing,6,1,20,1200.0
existing,6,1,21,1200.0
existing,6,1,22,1200.0
existing,6,1,23,1200.0
existing,6,1,24,1200.0
existing,6,1,25,1200.0
existing,6,1,26,1131.8905365799992
existing,6,1,27,1122.666364804999
existing,6,1,28,1086.6623404549991
existing,6,1,29,1095.8865122299999
existing,6,1,30,1200.0
existing,6,1,31,1200.0
existing,6,1,32,1200.0
existing,6,1,33,1200.0
existing,6,1,34,1200.0
existing,6,1,35,1200.0
existing,6,1,36,1200.0
existing,6,1,37,1200.0
existing,6,1,38,1200.0
existing,6,1,39,1200.0
existing,6,1,40,1056.4957528220098
existing,6,1,41,961.2365919449994
existing,6,1,42,1171.3096729950003
existing,6,1,43,1068.951114734998
existing,6,1,44,981.172704749999
existing,6,1,45,876.136164224999
existing,6,1,46,1200.0
existing,6,1,47,1200.0
existing,6,1,48,1200.0
existing,6,2,1,1200.0
existing,6,2,2,1200.0
existing,6,2,3,1200.0
existing,6,2,4,1200.0
existing,6,2,5,1200.0
existing,6,2,6,1200.0
existing,6,2,7,1200.0
existing,6,2,8,1200.0
existing,6,2,9,1200.0
existing,6,2,10,1200.0
existing,6,2,11,1200.0
existing,6,2,12,1031.2005137340675
existing,6,2,13,871.0182357135004
existing,6,2,14,943.3535992755005
existing,6,2,15,999.3234944490005
existing,6,2,16,1088.0243263995008
existing,6,2,17,1143.6669097035
existing,6,2,18,1200.0
existing,6,2,19,1182.9440312025004
existing,6,2,20,1094.2431992520005
existing,6,2,21,956.4459687195003
existing,6,2,22,968.5442673670664
existing,6,2,23,1200.0
existing,6,2,24,1200.0
existing,6,2,25,1200.0
existing,6,2,26,1200.0
existing,6,2,27,1200.0
existing,6,2,28,1200.0
existing,6,2,29,1200.0
existing,6,2,30,1200.0
existing,6,2,31,1200.0
existing,6,2,32,1200.0
existing,6,2,33,963.8282097468009
existing,6,2,34,926.9881308870008
existing,6,2,35,1042.201020178501
existing,6,2,36,1071.658858011001
existing,6,2,37,1010.4520124265005
existing,6,2,38,1032.709048381501
existing,6,2,39,1171.1608960695003
existing,6,2,40,1200.0
existing,6,2,41,1200.0
existing,6,2,42,802.3241914784658
existing,6,2,43,1200.0
existing,6,2,44,1200.0
existing,6,2,45,1200.0
existing,6,2,46,1157.0865976005002
existing,6,2,47,892.9479597989998
existing,6,2,48,1200.0
existing,6,3,1,1103.6931245326582
existing,6,3,2,1200.0
existing,6,3,3,1200.0
existing,6,3,4,1200.0
existing,6,3,5,1200.0
existing,6,3,6,1200.0
existing,6,3,7,1200.0
existing,6,3,8,1200.0
existing,6,3,9,911.749415417481
existing,6,3,10,917.0051985276004
existing,6,3,11,1041.57913289325
existing,6,3,12,1200.0
existing,6,3,13,1200.0
existing,6,3,14,1200.0
existing,6,3,15,1200.0
existing,6,3,16,1130.1275495880445
existing,6,3,17,910.5448093786868
existing,6,3,18,439.524303135855
existing,6,3,19,775.9816199554325
existing,6,3,20,1105.5859654113192
existing,6,3,21,1200.0
existing,6,3,22,1200.0
existing,6,3,23,1025.7373542790501
existing,6,3,24,948.8041751572828
existing,6,3,25,1200.0
existing,6,3,26,1200.0
existing,6,3,27,1200.0
existing,6,3,28,1200.0
existing,6,3,29,1200.0
existing,6,3,30,1200.0
existing,6,3,31,866.2395186280496
existing,6,3,32,1077.5831561061004
existing,6,3,33,1200.0
existing,6,3,34,1200.0
existing,6,3,35,1200.0
existing,6,3,36,1194.7107191710074
existing,6,3,37,1200.0
existing,6,3,38,1200.0
existing,6,3,39,802.6610529306458
existing,6,3,40,644.0666275812907
existing,6,3,41,-79.839643603475
existing,6,3,42,70.25067077138965
existing,6,3,43,-3.7719259043303737
existing,6,3,44,-67.25060272050018
existing,6,3,45,268.8613140851262
existing,6,3,46,857.5865952519575
existing,6,3,47,1200.0
existing,6,3,48,1120.0679108839504
existing,6,4,1,1200.0
existing,6,4,2,1097.5906816318502
existing,6,4,3,900.1130568423005
existing,6,4,4,861.7256281567506
existing,6,4,5,860.1426368934003
existing,6,4,6,864.495852917551
existing,6,4,7,1028.7307487373
existing,6,4,8,1165.2633730689004
existing,6,4,9,1200.0
existing,6,4,10,1200.0
existing,6,4,11,1200.0
existing,6,4,12,622.6299847875521
existing,6,4,13,305.2468904397242
existing,6,4,14,9.073762966422692
existing,6,4,15,-56.914755627459726
existing,6,4,16,7.182795056770601
existing,6,4,17,47.39158707261004
existing,6,4,18,183.15539948977948
existing,6,4,19,75.77426658814989
existing,6,4,20,11.67671590392024
existing,6,4,21,-44.53221636817284
existing,6,4,22,546.8728869074525
existing,6,4,23,1200.0
existing,6,4,24,1200.0
existing,6,4,25,1090.467240846901
existing,6,4,26,911.5897136514013
existing,6,4,27,899.3215651906503
existing,6,4,28,852.5475141825264
existing,6,4,29,863.7043612658999
existing,6,4,30,1054.4542871163003
existing,6,4,31,1200.0
existing,6,4,32,1186.7899446589286
existing,6,4,33,541.1707445120383
existing,6,4,34,76.0812640904453
existing,6,4,35,-25.9303294588899
existing,6,4,36,-4.64332220094002
existing,6,4,37,-48.87299627280936
existing,6,4,38,-32.78947756350976
existing,6,4,39,67.25946368496989
existing,6,4,40,117.87524231292969
existing,6,4,41,283.91391319717036
existing,6,4,42,450.8986711784705
existing,6,4,43,369.5349905349101
existing,6,4,44,299.76090775350053
existing,6,4,45,216.26852876284988
existing,6,4,46,57.089005983229754
existing,6,4,47,215.4568534896498
existing,6,4,48,1019.2580048586324
existing,6,5,1,711.4055314029147
existing,6,5,2,1117.8678147956093
existing,6,5,3,1200.0
existing,6,5,4,1200.0
existing,6,5,5,1200.0
existing,6,5,6,1200.0
existing,6,5,7,1200.0
existing,6,5,8,858.8303663423376
existing,6,5,9,420.03432528944904
existing,6,5,10,125.28813691062078
existing,6,5,11,-349.6329816047487
existing,6,5,12,-380.3446165279797
existing,6,5,13,-295.96127640997975
existing,6,5,14,-238.58060512973998
existing,6,5,15,-194.1819873805198
existing,6,5,16,-123.81926256925999
existing,6,5,17,-79.6802878751796
existing,6,5,18,69.35367162035891
existing,6,5,19,-48.52336148970062
existing,6,5,20,-118.8860863009595
existing,6,5,21,-228.1949664828603
existing,6,5,22,-356.19800040708014
existing,6,5,23,-284.9027065821542
existing,6,5,24,476.28357715292873
existing,6,5,25,1145.1349130291396
existing,6,5,26,1200.0
existing,6,5,27,1200.0
existing,6,5,28,1200.0
existing,6,5,29,1200.0
existing,6,5,30,1200.0
existing,6,5,31,283.9110814727344
existing,6,5,32,-496.74716500830164
existing,6,5,33,-354.38051468835965
existing,6,5,34,-251.56265866075978
existing,6,5,35,-160.16900827817972
existing,6,5,36,-136.80131610028093
existing,6,5,37,-185.35419139722035
existing,6,5,38,-167.69859943062056
existing,6,5,39,-57.87043836085968
existing,6,5,40,-2.3072527993408585
existing,6,5,41,179.9607618555401
existing,6,5,42,-652.4735145092525
existing,6,5,43,161.22571610975092
existing,6,5,44,197.3567107670001
existing,6,5,45,105.70342255169976
existing,6,5,46,-69.03500095074014
existing,6,5,47,-278.5653274985202
existing,6,5,48,-477.4503671218599
existing,6,6,1,-316.752073166394
existing,6,6,2,290.9080400864643
existing,6,6,3,1104.9627849298013
existing,6,6,4,1200.0
existing,6,6,5,1200.0
existing,6,6,6,1200.0
existing,6,6,7,590.3892324078738
existing,6,6,8,-56.132565929682414
existing,6,6,9,-749.6902422252499
existing,6,6,10,-674.6753157118694
existing,6,6,11,-575.609807479339
existing,6,6,12,-406.11044332241977
existing,6,6,13,-313.05758195941985
existing,6,6,14,-249.78163623257979
existing,6,6,15,-200.82151665980996
existing,6,6,16,-123.22974477889898
existing,6,6,17,-74.55594391761997
existing,6,6,18,-920.0085355055207
existing,6,6,19,-40.19796345143959
existing,6,6,20,-117.78973533234921
existing,6,6,21,-238.32897991649975
existing,6,6,22,-379.48301047677023
existing,6,6,23,-588.2077386413798
existing,6,6,24,-764.0060626203496
existing,6,6,25,327.4386280449553
existing,6,6,26,1056.5190611169123
existing,6,6,27,1108.3037232893394
existing,6,6,28,1200.0
existing,6,6,29,1200.0
existing,6,6,30,509.75243748919365
existing,6,6,31,-715.0459430475801
existing,6,6,32,-546.9781609301695
existing,6,6,33,-377.47879677324977
existing,6,6,34,-264.09746238664957
existing,6,6,35,-163.3140534031188
existing,6,6,36,-137.54557093297012
existing,6,6,37,-191.08675533575956
existing,6,6,38,-171.61723268765968
existing,6,6,39,-50.50535643949934
existing,6,6,40,-200.08307891863615
existing,6,6,41,-1200.0
existing,6,6,42,-1200.0
existing,6,6,43,-1200.0
existing,6,6,44,-1200.0
existing,6,6,45,-1200.0
existing,6,6,46,-62.816963131079774
existing,6,6,47,-293.87437802281
existing,6,6,48,-513.1928121279991
existing,7,1,1,315.5037763119999
existing,7,1,2,280.9053866960003
existing,7,1,3,193.42777087799823
existing,7,1,4,152.95243605499945
existing,7,1,5,151.28334532399913
existing,7,1,6,155.87333434300035
existing,7,1,7,309.07452276799995
existing,7,1,8,301.37709742399966
existing,7,1,9,346.51063633600006
existing,7,1,10,377.87665196799935
existing,7,1,11,419.2989451599997
existing,7,1,12,490.1717694479994
existing,7,1,13,529.0799926479995
existing,7,1,14,555.5375844240007
existing,7,1,15,576.009295152
existing,7,1,16,608.4527679759994
existing,7,1,17,628.8047601679991
existing,7,1,18,61.29907949135213
existing,7,1,19,643.1708737199997
existing,7,1,20,610.7274008959994
existing,7,1,21,560.3262873360009
existing,7,1,22,501.30550660799963
existing,7,1,23,414.03136810400065
existing,7,1,24,340.5247576958409
existing,7,1,25,278.75046990400006
existing,7,1,26,205.52864720399884
existing,7,1,27,192.5932297089994
existing,7,1,28,142.10337567899933
existing,7,1,29,155.0387931739997
existing,7,1,30,277.5486582980002
existing,7,1,31,360.99646842399943
existing,7,1,32,431.2707048480006
existing,7,1,33,502.1435291360003
existing,7,1,34,549.5517033760007
existing,7,1,35,591.6923029680001
existing,7,1,36,602.4668869279994
existing,7,1,37,580.0796940719993
existing,7,1,38,588.2204919120004
existing,7,1,39,638.8610401359992
existing,7,1,40,448.4683911230186
existing,7,1,41,133.1089634409982
existing,7,1,42,427.70267593100016
existing,7,1,43,284.16125914299664
existing,7,1,44,161.06615554999826
existing,7,1,45,13.76929930499864
existing,7,1,46,633.7131840239999
existing,7,1,47,537.101071952
existing,7,1,48,445.39738373599994
existing,7,2,1,477.2901539432005
existing,7,2,2,439.23192536559964
existing,7,2,3,373.5189295248001
existing,7,2,4,360.7450623880013
existing,7,2,5,360.2183034783993
existing,7,2,6,361.6668871688007
existing,7,2,7,416.3179750447998
existing,7,2,8,461.7508071663997
existing,7,2,9,511.3976999696006
existing,7,2,10,545.900317164801
existing,7,2,11,591.4648396760003
existing,7,2,12,390.5332727974328
existing,7,2,13,6.5922276263008825
existing,7,2,14,108.0309421419006
existing,7,2,15,186.51971911620058
existing,7,2,16,310.90837117310093
existing,7,2,17,388.9381458882999
existing,7,2,18,520.8609344304004
existing,7,2,19,444.0179922945008
existing,7,2,20,319.62934023760045
existing,7,2,21,126.39088478910071
existing,7,2,22,247.02812408193313
existing,7,2,23,585.6705049143993
existing,7,2,24,504.8132334656002
existing,7,2,25,436.86151689439976
existing,7,2,26,377.33792168639957
existing,7,2,27,373.25555139439894
existing,7,2,28,357.3211387463998
existing,7,2,29,361.4035090383986
existing,7,2,30,424.87778414879904
existing,7,2,31,527.3321152663993
existing,7,2,32,604.6337753327998
existing,7,2,33,236.22667028620162
existing,7,2,34,85.08100460060086
existing,7,2,35,246.64855344330135
existing,7,2,36,287.9584336318021
existing,7,2,37,202.12567590570052
existing,7,2,38,233.3375894847013
existing,7,2,39,427.4940402191005
existing,7,2,40,484.5146703224
existing,7,2,41,576.9606086456006
existing,7,2,42,270.52504589203
existing,7,2,43,624.6321588487999
existing,7,2,44,585.7837958800001
existing,7,2,45,539.2974485880004
existing,7,2,46,407.75710002689993
existing,7,2,47,37.34513894619977
existing,7,2,48,620.1731221095997
existing,7,3,1,556.5672039156871
existing,7,3,2,613.3911179021597
existing,7,3,3,541.1068224772807
existing,7,3,4,527.0555686267999
existing,7,3,5,526.4761338262397
existing,7,3,6,528.06957588568
existing,7,3,7,588.1857725492791
existing,7,3,8,638.1618878830395
existing,7,3,9,116.94765887882204
existing,7,3,10,71.0815474088813
existing,7,3,11,245.77645653685067
existing,7,3,12,489.95344103208026
existing,7,3,13,537.0323911040796
existing,7,3,14,569.0460771530397
existing,7,3,15,593.8168471339195
existing,7,3,16,563.2009988390046
existing,7,3,17,368.24416918196766
existing,7,3,18,-560.4160804821495
existing,7,3,19,210.19116278931506
existing,7,3,20,541.41172049548
existing,7,3,21,574.8404076765601
existing,7,3,22,503.42526299568
existing,7,3,23,223.56090968489025
existing,7,3,24,201.81627318952542
existing,7,3,25,610.7836685838392
existing,7,3,26,545.3077138550407
existing,7,3,27,540.8171065338393
existing,7,3,28,523.2892526210399
existing,7,3,29,527.7798599422395
existing,7,3,30,597.6015625636801
existing,7,3,31,-0.10915457891042024
existing,7,3,32,296.2663089721809
existing,7,3,33,504.43927025456014
existing,7,3,34,561.8031610849603
existing,7,3,35,612.7932865912808
existing,7,3,36,620.541252353888
existing,7,3,37,598.7420298271209
