x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
52.400000000000006,52.400000000000006,52.400000000000006,91.69999999999999,52.400000000000006,52.400000000000006,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,91.69999999999999,52.400000000000006
50.112546289473684,49.46173399999999,50.112546289473684,52.71579544736842,50.76335857894737,52.06498315789474,49.46173399999999,54.017420026315776,55.969856894736836,52.06498315789474,46.858484842105256,50.112546289473684,48.160109421052624,55.969856894736836,54.66823231578947,54.66823231578947,51.41417086842105,44.9060479736842,55.969856894736836,58.57310605263159,55.319044605263144,51.41417086842105,44.9060479736842,50.112546289473684,53.3666077368421,49.46173399999999,54.017420026315776,48.81092171052631,49.46173399999999,51.41417086842105,51.41417086842105,48.160109421052624,53.3666077368421,48.81092171052631,55.969856894736836,53.3666077368421,54.017420026315776,55.319044605263144,55.319044605263144,50.112546289473684,50.112546289473684,50.112546289473684,54.66823231578947,48.160109421052624,48.81092171052631,48.81092171052631,55.319044605263144,54.017420026315776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.28,93.28,93.28,93.28,93.28,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.68018010526316,46.073944000000004,46.68018010526316,49.1051245263158,47.28641621052632,48.49888842105264,46.073944000000004,50.317596736842106,52.136305052631585,48.49888842105264,43.64899957894737,46.68018010526316,44.86147178947369,52.136305052631585,50.92383284210526,50.92383284210526,47.89265231578948,41.83029126315789,52.136305052631585,54.561249473684214,51.53006894736842,47.89265231578948,41.83029126315789,46.68018010526316,49.71136063157894,46.073944000000004,50.317596736842106,45.46770789473685,46.073944000000004,47.89265231578948,47.89265231578948,44.86147178947369,49.71136063157894,45.46770789473685,52.136305052631585,49.71136063157894,50.317596736842106,51.53006894736842,51.53006894736842,46.68018010526316,46.68018010526316,46.68018010526316,50.92383284210526,44.86147178947369,45.46770789473685,45.46770789473685,51.53006894736842,50.317596736842106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.679999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.679999999999996,31.679999999999996,31.679999999999996,0.0,14.211818878863358,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.32,56.32,56.32,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.535568578947371,11.385756,11.535568578947371,12.134818894736844,11.685381157894739,11.985006315789477,11.385756,12.43444405263158,12.883881789473687,11.985006315789477,10.786505684210528,11.535568578947371,11.086130842105264,12.883881789473687,12.584256631578947,12.584256631578947,11.835193736842106,10.337067947368421,12.883881789473687,13.48313210526316,12.734069210526316,11.835193736842106,10.337067947368421,11.535568578947371,12.284631473684211,11.385756,12.43444405263158,11.235943421052633,11.385756,11.835193736842106,11.835193736842106,11.086130842105264,12.284631473684211,11.235943421052633,12.883881789473687,12.284631473684211,12.43444405263158,12.734069210526316,12.734069210526316,11.535568578947371,11.535568578947371,11.535568578947371,12.584256631578947,11.086130842105264,11.235943421052633,11.235943421052633,12.734069210526316,12.43444405263158
10.253838736842107,10.120672,10.253838736842107,10.786505684210528,10.387005473684212,10.653338947368423,10.120672,11.052839157894738,11.452339368421054,10.653338947368423,9.58800505263158,10.253838736842107,9.854338526315791,11.452339368421054,11.186005894736843,11.186005894736843,10.520172210526317,9.188504842105264,11.452339368421054,11.985006315789475,11.31917263157895,10.520172210526317,9.188504842105264,10.253838736842107,10.919672421052633,10.120672,11.052839157894738,9.987505263157896,10.120672,10.520172210526317,10.520172210526317,9.854338526315791,10.919672421052633,9.987505263157896,11.452339368421054,10.919672421052633,11.052839157894738,11.31917263157895,11.31917263157895,10.253838736842107,10.253838736842107,10.253838736842107,11.186005894736843,9.854338526315791,9.987505263157896,9.987505263157896,11.31917263157895,11.052839157894738
11.535568578947371,11.385756,11.535568578947371,12.134818894736844,11.685381157894739,11.985006315789477,11.385756,12.43444405263158,12.883881789473687,11.985006315789477,10.786505684210528,11.535568578947371,11.086130842105264,12.883881789473687,12.584256631578947,12.584256631578947,11.835193736842106,10.337067947368421,12.883881789473687,13.48313210526316,12.734069210526316,11.835193736842106,10.337067947368421,11.535568578947371,12.284631473684211,11.385756,12.43444405263158,11.235943421052633,11.385756,11.835193736842106,11.835193736842106,11.086130842105264,12.284631473684211,11.235943421052633,12.883881789473687,12.284631473684211,12.43444405263158,12.734069210526316,12.734069210526316,11.535568578947371,11.535568578947371,11.535568578947371,12.584256631578947,11.086130842105264,11.235943421052633,11.235943421052633,12.734069210526316,12.43444405263158
