id,node_code,region,latitude,longitude,gen_type,Pmin,capacity_mw,om_cost
840,NS,NS,44.853161,-63.763606,wind_onshore,0,8,0
841,NS,NS,45.454255,-62.667621,wind_onshore,0,6.4,0
842,NS,NS,44.853161,-63.763606,wind_onshore,0,4,0
843,NS,NS,44.394688,-64.556453,hydro_daily,0,8.3,5
844,NS,NS,45.465566,-63.107569,wind_onshore,0,50.6,0
845,NS,NS,46.235656,-60.041093,wind_onshore,0,2.35,0
846,NS,NS,46.321318,-60.331465,coal,0,165,6.58
847,NS,NS,46.317229,-60.337725,wind_onshore,0,1.9,0
848,NS,NS,45.454255,-62.667621,wind_onshore,0,1.6,0
849,NS,NS,45.657925,-61.403407,biomass,0.4,63.8,7.07
850,NS,NS,44.643953,-63.683543,wind_onshore,0,3.2,0
851,NS,NS,44.394688,-64.556453,hydro_daily,0,4.7,5
852,NS,NS,45.657925,-61.403407,coal,0,150,6.58
853,NS,NS,45.657925,-61.403407,wind_onshore,0,24,0
854,NS,NS,44.394688,-64.556453,wind_onshore,0,30.6,0
855,NS,NS,45.657925,-61.403407,wind_onshore,0,13.8,0
856,NS,NS,45.068689,-66.454337,hydro_daily,0,5,5
857,NS,NS,45.068689,-66.454337,hydro_daily,0,9.5,5
858,NS,NS,45.068689,-66.454337,hydro_daily,0,9.5,5
859,NS,NS,45.657925,-61.403407,wind_onshore,0,2,0
860,NS,NS,44.394688,-64.556453,wind_onshore,0,102,0
861,NS,NS,44.394688,-64.556453,wind_onshore,0,3.2,0
862,NS,NS,45.454255,-62.667621,hydro_daily,0,2.3,5
863,NS,NS,45.454255,-62.667621,hydro_daily,0,2.8,5
864,NS,NS,45.454255,-62.667621,hydro_daily,0,2.3,5
865,NS,NS,45.454255,-62.667621,hydro_daily,0,1.15,5
866,NS,NS,45.454255,-62.667621,hydro_daily,0,1.15,5
867,NS,NS,45.454255,-62.667621,hydro_daily,0,1.1,5
868,NS,NS,45.465566,-63.107569,wind_onshore,0,1.6,0
869,NS,NS,46.086042,-64.02708,wind_onshore,0,2.1,0
870,NS,NS,44.643953,-63.683543,hydro_daily,0,1.3,5
871,NS,NS,44.643953,-63.683543,hydro_daily,0,1.3,5
872,NS,NS,44.643953,-63.683543,hydro_daily,0,1.8,5
873,NS,NS,44.643953,-63.683543,hydro_daily,0,1.8,5
874,NS,NS,44.643953,-63.683543,hydro_daily,0,2.3,5
875,NS,NS,44.643953,-63.683543,hydro_daily,0,2.3,5
876,NS,NS,46.317229,-60.337725,wind_onshore,0,2,0
877,NS,NS,44.643953,-63.683543,oil_CT,0,100,8.32
878,NS,NS,44.643953,-63.683543,oil_CT,0,100,8.32
879,NS,NS,44.643953,-63.683543,oil_CT,0,150,8.32
880,NS,NS,44.643953,-63.683543,NG_SC,0,47,6.88
881,NS,NS,44.643953,-63.683543,NG_SC,0,47,6.88
882,NS,NS,44.643953,-63.683543,NG_CC,0,49,2.73
883,NS,NS,44.643953,-63.683543,wind_onshore,0,7.05,0
884,NS,NS,45.402218,-63.307922,wind_onshore,0,4,0
885,NS,NS,45.402218,-63.307922,wind_onshore,0,6,0
886,NS,NS,45.454255,-62.667621,coal,0,150,6.58
887,NS,NS,45.454255,-62.667621,coal,0,160,6.58
888,NS,NS,44.394688,-64.556453,hydro_daily,0,2.4,5
889,NS,NS,44.394688,-64.556453,oil_CT,0,24,8.32
890,NS,NS,45.402218,-63.307922,biomass,0.4,1.2,7.07
891,NS,NS,46.235656,-60.041093,oil_CT,0,30,8.32
892,NS,NS,46.235656,-60.041093,oil_CT,0,30,8.32
893,NS,NS,44.394688,-64.556453,wind_onshore,0,1.68,0
894,NS,NS,44.394688,-64.556453,wind_onshore,0,4,0
895,NS,NS,46.321318,-60.331465,hydro_daily,0,106,5
896,NS,NS,46.321318,-60.331465,hydro_daily,0,106,5
897,NS,NS,46.321318,-60.331465,hydro_daily,0,3.5,5
898,NS,NS,44.853161,-63.763606,wind_onshore,0,2,0
899,NS,NS,45.454255,-62.667621,wind_onshore,0,1.5,0
900,ON,ON,49.880276,-81.571085,hydro_daily,0,355,5
901,ON,ON,44.279765,-78.288158,hydro_run,0,2,1
902,ON,ON,43.122863,-81.580876,wind_onshore,0,60,0
903,ON,ON,45.205969,-76.172881,hydro_run,0,1.35,1
904,ON,ON,48.740665,-86.3554,hydro_daily,0,52,5
905,ON,ON,48.753818,-88.630338,hydro_run,0,65,1
906,ON,ON,43.959126,-80.295168,wind_onshore,0,199.5,0
907,ON,ON,44.36359,-76.625035,wind_onshore,0,74.11,0
908,ON,ON,47.267795,-84.432903,hydro_run,0,47,1
909,ON,ON,49.420298,-82.445245,biomass,0.4,24,7.07
910,ON,ON,44.248913,-81.430568,wind_onshore,0,180,0
911,ON,ON,45.418989,-76.346418,hydro_daily,0,82,5
912,ON,ON,48.838492,-91.569996,biomass,0.4,205,7.07
913,ON,ON,46.909558,-83.213755,hydro_daily,0,162,5
914,ON,ON,49.399329,-82.431747,hydro_run,0,5.5,1
915,ON,ON,44.314845,-81.570598,nuclear,0.9,823,3.47
916,ON,ON,44.314845,-81.570598,nuclear,0.9,823,3.47
917,ON,ON,44.314845,-81.570598,nuclear,0.9,816,3.47
918,ON,ON,44.314845,-81.570598,nuclear,0.9,806,3.47
919,ON,ON,44.317412,-81.599676,nuclear,0.9,822,3.47
920,ON,ON,44.317412,-81.599676,nuclear,0.9,817,3.47
921,ON,ON,44.317412,-81.599676,nuclear,0.9,825,3.47
922,ON,ON,44.317412,-81.599676,nuclear,0.9,817,3.47
923,ON,ON,43.84828,-79.311869,NG_CG,0,2.6,2.73
924,ON,ON,44.737496,-79.723143,hydro_run,0,8,1
925,ON,ON,44.737496,-79.723143,hydro_run,0,10,1
926,ON,ON,43.142781,-79.042509,hydro_run,0,59,1
927,ON,ON,43.142781,-79.042509,hydro_run,0,59,1
928,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
929,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
930,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
931,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
932,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
933,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
934,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
935,ON,ON,43.142781,-79.042509,hydro_run,0,56,1
936,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
937,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
938,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
939,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
940,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
941,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
942,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
943,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
944,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
945,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
946,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
947,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
948,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
949,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
950,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
951,ON,ON,43.142374,-79.04816,hydro_run,0,94,1
952,ON,ON,47.267795,-84.432903,wind_onshore,0,19.44,0
953,ON,ON,47.267795,-84.432903,wind_onshore,0,38.88,0
954,ON,ON,42.249589,-82.652563,wind_onshore,0,99.82,0
955,ON,ON,43.54023,-81.373068,wind_onshore,0,60,0
956,ON,ON,46.334203,-79.383533,hydro_run,0,1,1
957,ON,ON,43.121047,-81.58108,wind_onshore,0,73.5,0
958,ON,ON,43.85973,-79.257682,NG_CG,0,3.25,2.73
959,ON,ON,44.620177,-75.700438,solar_PV,0,10,0
960,ON,ON,44.620177,-75.700438,solar_PV,0,9,0
961,ON,ON,44.879182,-76.001168,solar_PV,0,7,0
962,ON,ON,42.280363,-83.094063,NG_CC,0,170,2.73
963,ON,ON,42.280363,-83.094063,NG_CC,0,170,2.73
964,ON,ON,42.280363,-83.094063,NG_CC,0,230,2.73
965,ON,ON,45.192674,-76.903116,hydro_run,0,179,1
966,ON,ON,46.200015,-82.718005,hydro_run,0,4.2,1
967,ON,ON,48.753818,-88.630338,hydro_run,0,108,1
968,ON,ON,45.192674,-76.903116,hydro_run,0,11,1
969,ON,ON,42.926494,-82.055507,wind_onshore,0,100,0
970,ON,ON,46.554934,-84.327393,hydro_run,0,52.2,1
971,ON,ON,45.371525,-75.647231,hydro_run,0,8.4,1
972,ON,ON,45.371525,-75.647231,hydro_run,0,9.3,1
973,ON,ON,45.371525,-75.647231,hydro_run,0,29.35,1
974,ON,ON,45.473092,-76.234535,hydro_daily,0,200,5
975,ON,ON,47.517822,-79.702597,hydro_run,0,3,1
976,ON,ON,45.58229,-76.677924,hydro_daily,0,158,5
977,ON,ON,44.307198,-81.46388,wind_onshore,0,8.3,0
978,ON,ON,48.748576,-91.599004,hydro_run,0,9.45,1
979,ON,ON,43.705697,-80.339,wind_onshore,0,23,0
980,ON,ON,42.219356,-82.561995,wind_onshore,0,165.6,0
981,ON,ON,44.620177,-75.700438,NG_SC,0,156.34,6.88
982,ON,ON,49.944573,-95.514854,hydro_run,0,91,1
983,ON,ON,49.399329,-82.431747,hydro_run,0,20,1
984,ON,ON,46.449035,-79.865071,hydro_run,0,8,1
985,ON,ON,46.535877,-80.91839,hydro_run,0,6,1
986,ON,ON,49.399329,-82.431747,hydro_run,0,5.5,1
987,ON,ON,43.073775,-79.213706,hydro_daily,0,144,5
988,ON,ON,43.073775,-79.213706,hydro_run,0,23,1
989,ON,ON,46.181067,-77.695526,hydro_daily,0,475,5
990,ON,ON,42.324755,-82.213745,wind_onshore,0,78,0
991,ON,ON,43.877346,-78.725604,nuclear,0.9,881,3.47
992,ON,ON,43.877346,-78.725604,nuclear,0.9,881,3.47
993,ON,ON,43.877346,-78.725604,nuclear,0.9,881,3.47
994,ON,ON,43.877346,-78.725604,nuclear,0.9,881,3.47
995,ON,ON,47.885053,-84.544597,hydro_daily,0,45,5
996,ON,ON,42.931263,-82.39405,NG_CG,0,46,2.73
997,ON,ON,44.210746,-76.724997,NG_CG,0,140,2.73
998,ON,ON,43.924355,-78.855587,MSW,0.4,13.9,7.07
999,ON,ON,49.828127,-93.633433,hydro_run,0,17.3,1
1000,ON,ON,44.168239,-81.032453,wind_onshore,0,23,0
1001,ON,ON,46.334203,-79.383533,hydro_run,0,2,1
1002,ON,ON,43.553716,-80.283228,biogas,0.4,1.7,9.72
1003,ON,ON,49.816533,-92.850058,hydro_run,0,1.8,1
1004,ON,ON,43.695545,-79.680335,MSW,0.4,10.3,7.07
1005,ON,ON,42.387733,-82.093143,wind_onshore,0,99,0
1006,ON,ON,42.544866,-82.287998,wind_onshore,0,99,0
1007,ON,ON,46.504918,-81.042951,hydro_run,0,18,1
1008,ON,ON,44.561699,-80.922076,hydro_run,0,6,1
1009,ON,ON,42.286654,-82.916808,NG_CG,0,42,2.73
1010,ON,ON,42.286654,-82.916808,NG_CG,0,42,2.73
1011,ON,ON,44.190855,-77.378473,hydro_run,0,3,1
1012,ON,ON,48.619169,-93.4015,hydro_run,0,13.13,1
1013,ON,ON,45.371525,-75.647231,hydro_run,0,12,1
1014,ON,ON,48.740665,-86.3554,hydro_run,0,8.9,1
1015,ON,ON,48.740665,-86.3554,hydro_run,0,10,1
1016,ON,ON,43.515475,-81.366315,wind_onshore,0,100,0
1017,ON,ON,42.954078,-80.025914,solar_PV,0,100,0
1018,ON,ON,42.954078,-80.025914,wind_onshore,0,148.6,0
1019,ON,ON,45.205969,-76.172881,hydro_run,0,1.6,1
1020,ON,ON,46.61252,-84.47949,wind_onshore,0,25,0
1021,ON,ON,43.051392,-79.972405,biogas,0.4,3.2,9.72
1022,ON,ON,44.190855,-77.378473,hydro_run,0,8,1
1023,ON,ON,42.073988,-82.646639,wind_onshore,0,50.6,0
1024,ON,ON,42.769724,-82.453246,NG_SC,0,170,6.88
1025,ON,ON,42.769724,-82.453246,NG_SC,0,170,6.88
1026,ON,ON,42.769724,-82.453246,NG_SC,0,170,6.88
1027,ON,ON,42.769724,-82.453246,NG_SC,0,495,6.88
1028,ON,ON,48.760331,-88.7667,wind_onshore,0,98.9,0
1029,ON,ON,42.769724,-82.453246,NG_CC,0,187,2.73
1030,ON,ON,42.769724,-82.453246,NG_CC,0,127,2.73
1031,ON,ON,43.763792,-79.696414,NG_CC,0,193,2.73
1032,ON,ON,43.763792,-79.696414,NG_CC,0,193,2.73
1033,ON,ON,43.763792,-79.696414,NG_CC,0,193,2.73
1034,ON,ON,43.763792,-79.696414,NG_CC,0,348,2.73
1035,ON,ON,43.122863,-81.580876,wind_onshore,0,102,0
1036,ON,ON,47.267795,-84.432903,hydro_run,0,23,1
1037,ON,ON,43.683431,-79.577931,NG_CG,0,37,2.73
1038,ON,ON,43.683431,-79.577931,NG_CG,0,37,2.73
1039,ON,ON,43.683431,-79.577931,NG_CG,0,16,2.73
1040,ON,ON,43.970374,-80.334139,wind_onshore,0,40,0
1041,ON,ON,47.517822,-79.702597,hydro_run,0,9,1
1042,ON,ON,43.25558,-79.791214,biogas,0.4,1.6,9.72
1043,ON,ON,45.192674,-76.903116,hydro_run,0,3,1
1044,ON,ON,44.46295,-77.840977,hydro_run,0,4,1
1045,ON,ON,47.885053,-84.544597,hydro_daily,0,23,5
1046,ON,ON,43.564215,-79.845936,NG_SC,0,211,6.88
1047,ON,ON,43.564215,-79.845936,NG_SC,0,211,6.88
1048,ON,ON,43.564215,-79.845936,NG_SC,0,290,6.88
1049,ON,ON,44.46295,-77.840977,hydro_run,0,15.7,1
1050,ON,ON,45.042842,-79.296033,hydro_run,0,1,1
1051,ON,ON,47.267795,-84.432903,hydro_run,0,17.4,1
1052,ON,ON,50.111476,-82.208303,hydro_daily,0,156,5
1053,ON,ON,50.111476,-82.208303,hydro_daily,0,78,5
1054,ON,ON,42.769724,-82.453246,NG_SC,0,195,6.88
1055,ON,ON,47.885053,-84.544597,hydro_run,0,12.5,1
1056,ON,ON,45.371525,-75.647231,hydro_run,0,27,1
1057,ON,ON,45.302296,-79.944545,wind_onshore,0,120,0
1058,ON,ON,45.302296,-79.944545,wind_onshore,0,180,0
1059,ON,ON,43.915777,-79.001946,biomass,0.4,17.81,7.07
1060,ON,ON,48.753641,-80.679933,NG_CC,0,131,2.73
1061,ON,ON,48.753378,-80.679196,hydro_daily,0,29,5
1062,ON,ON,49.851819,-81.598877,hydro_daily,0,38,5
1063,ON,ON,43.121047,-81.58108,wind_onshore,0,150,0
1064,ON,ON,44.663924,-76.2926,hydro_run,0,2.4,1
1065,ON,ON,43.896369,-81.622371,wind_onshore,0,270,0
1066,ON,ON,48.476285,-89.15245,hydro_run,0,27,1
1067,ON,ON,47.517822,-79.702597,NG_CC,0,81,2.73
1068,ON,ON,47.517822,-79.702597,NG_SC,0,29.87,6.88
1069,ON,ON,43.896957,-81.62458,wind_onshore,0,39.6,0
1070,ON,ON,44.241586,-76.565978,hydro_run,0,1.9,1
1071,ON,ON,49.776184,-94.363968,hydro_run,0,14,1
1072,ON,ON,42.402308,-82.162003,wind_onshore,0,20,0
1073,ON,ON,50.145184,-82.208459,hydro_daily,0,166,5
1074,ON,ON,50.145134,-82.209588,hydro_daily,0,79,5
1075,ON,ON,44.320677,-76.636996,solar_PV,0,100,0
1076,ON,ON,49.828127,-93.633433,hydro_run,0,12,1
1077,ON,ON,42.939174,-81.286086,NG_CG,0,12,2.73
1078,ON,ON,42.939174,-81.286086,NG_CG,0,17.9,2.73
1079,ON,ON,44.149709,-76.848045,NG_SC,0,500,6.88
1080,ON,ON,44.149709,-76.848045,NG_SC,0,500,6.88
1081,ON,ON,44.149709,-76.848045,NG_SC,0,500,6.88
1082,ON,ON,44.149709,-76.848045,NG_SC,0,500,6.88
1083,ON,ON,44.279765,-78.288158,hydro_run,0,2,1
1084,ON,ON,50.006202,-82.167268,hydro_daily,0,144,5
1085,ON,ON,50.006202,-82.167268,hydro_daily,0,75,5
1086,ON,ON,43.121047,-81.58108,wind_onshore,0,40,0
1087,ON,ON,47.517822,-79.702597,solar_PV,0,10,0
1088,ON,ON,47.517822,-79.702597,solar_PV,0,10,0
1089,ON,ON,47.517822,-79.702597,solar_PV,0,10,0
1090,ON,ON,48.753641,-80.679933,hydro_run,0,20,1
1091,ON,ON,46.554934,-84.327393,NG_CG,0,63,2.73
1092,ON,ON,44.231092,-77.003225,solar_PV,0,8.5,0
1093,ON,ON,47.138374,-79.457341,hydro_daily,0,274,5
1094,ON,ON,48.541986,-81.1126,hydro_run,0,14,1
1095,ON,ON,44.408382,-76.915433,solar_PV,0,54,0
1096,ON,ON,46.200015,-82.718005,wind_onshore,0,60,0
1097,ON,ON,47.885053,-84.544597,hydro_run,0,12.8,1
1098,ON,ON,46.535877,-80.91839,hydro_run,0,3,1
1099,ON,ON,49.816533,-92.850058,hydro_run,0,1.1,1
1100,ON,ON,47.266973,-84.431286,hydro_daily,0,62,5
1101,ON,ON,49.828127,-93.633433,hydro_run,0,88,1
1102,ON,ON,44.879182,-76.001168,hydro_run,0,2,1
1103,ON,ON,46.625388,-80.916019,hydro_run,0,1.35,1
1104,ON,ON,47.885053,-84.544597,hydro_daily,0,15.5,5
1105,ON,ON,47.517822,-79.702597,hydro_run,0,3,1
1106,ON,ON,45.205969,-76.172881,solar_PV,0,10,0
1107,ON,ON,47.138374,-79.457341,hydro_run,0,10,1
1108,ON,ON,45.193398,-76.904907,hydro_daily,0,173,5
1109,ON,ON,44.620177,-75.700438,NG_CG,0,45.7,2.73
1110,ON,ON,44.46295,-77.840977,hydro_run,0,5,1
1111,ON,ON,49.420298,-82.445245,hydro_run,0,18,1
1112,ON,ON,44.145642,-76.849766,NG_CC,0,240,2.73
1113,ON,ON,44.145642,-76.849766,NG_CC,0,240,2.73
1114,ON,ON,44.145642,-76.849766,NG_CC,0,420,2.73
1115,ON,ON,48.753818,-88.630338,NG_SC,0,23,6.88
1116,ON,ON,48.753818,-88.630338,hydro_run,0,10,1
1117,ON,ON,42.483676,-82.209582,wind_onshore,0,99.12,0
1118,ON,ON,48.753641,-80.679933,solar_PV,0,10,0
1119,ON,ON,48.753641,-80.679933,solar_PV,0,10,0
1120,ON,ON,48.753641,-80.679933,solar_PV,0,10,0
1121,ON,ON,48.753641,-80.679933,solar_PV,0,10,0
1122,ON,ON,46.334203,-79.383533,hydro_run,0,2,1
1123,ON,ON,49.776184,-94.363968,hydro_run,0,12.8,1
1124,ON,ON,42.800467,-80.055993,solar_PV,0,44,0
1125,ON,ON,45.204701,-75.158723,wind_onshore,0,99.76,0
1126,ON,ON,45.372038,-75.646172,NG_CG,0,73.7,2.73
1127,ON,ON,46.449035,-79.865071,hydro_run,0,10,1
1128,ON,ON,50.182887,-81.638087,hydro_daily,0,189,5
1129,ON,ON,46.377135,-78.729767,hydro_daily,0,265,5
1130,ON,ON,49.399329,-82.431747,hydro_run,0,5.5,1
1131,ON,ON,42.249589,-82.652563,wind_onshore,0,48.6,0
1132,ON,ON,42.797131,-81.1522,wind_onshore,0,99,0
1133,ON,ON,43.811875,-79.068507,nuclear,0.9,515,3.47
1134,ON,ON,43.811875,-79.068507,nuclear,0.9,515,3.47
1135,ON,ON,43.811302,-79.063035,nuclear,0.9,518,3.47
1136,ON,ON,43.811302,-79.063035,nuclear,0.9,518,3.47
1137,ON,ON,43.811302,-79.063035,nuclear,0.9,518,3.47
1138,ON,ON,43.811302,-79.063035,nuclear,0.9,518,3.47
1139,ON,ON,42.268139,-82.327646,wind_onshore,0,101.2,0
1140,ON,ON,42.268139,-82.327646,wind_onshore,0,99.4,0
1141,ON,ON,48.753818,-88.630338,hydro_daily,0,151,5
1142,ON,ON,46.642971,-84.35483,wind_onshore,0,189,0
1143,ON,ON,49.880276,-81.571085,hydro_run,0,28,1
1144,ON,ON,43.703292,-79.355687,NG_CC,0,160,2.73
1145,ON,ON,43.703292,-79.355687,NG_CC,0,160,2.73
1146,ON,ON,43.703292,-79.355687,NG_CC,0,230,2.73
1147,ON,ON,47.138374,-79.457341,hydro_run,0,6.6,1
1148,ON,ON,48.476285,-89.15245,biomass,0.4,40,7.07
1149,ON,ON,45.496135,-75.702082,hydro_run,0,2,1
1150,ON,ON,43.100816,-79.180269,NG_CG,0,241.6,2.73
1151,ON,ON,45.204609,-79.343793,hydro_run,0,8,1
1152,ON,ON,42.098441,-82.603239,wind_onshore,0,60,0
1153,ON,ON,44.46295,-77.840977,hydro_run,0,20,1
1154,ON,ON,44.273139,-81.479828,wind_onshore,0,76,0
1155,ON,ON,46.428244,-83.379646,hydro_daily,0,41,5
1156,ON,ON,46.431569,-83.385344,hydro_daily,0,46,5
1157,ON,ON,45.038837,-74.801845,hydro_run,0,1086,1
1158,ON,ON,47.885053,-84.544597,hydro_run,0,22.4,1
1159,ON,ON,44.190855,-77.378473,hydro_run,0,4,1
1160,ON,ON,44.46295,-77.840977,hydro_run,0,6,1
1161,ON,ON,45.042842,-79.296033,hydro_run,0,6,1
1162,ON,ON,48.465893,-81.268818,hydro_run,0,5.5,1
1163,ON,ON,48.476285,-89.15245,hydro_run,0,49,1
1164,ON,ON,47.885053,-84.544597,hydro_run,0,15.5,1
1165,ON,ON,44.416022,-80.110664,wind_onshore,0,91.39,0
1166,ON,ON,50.061119,-82.162363,hydro_daily,0,264,5
1167,ON,ON,42.390039,-82.095659,wind_onshore,0,270,0
1168,ON,ON,44.190855,-77.378473,hydro_run,0,2,1
1169,ON,ON,42.847535,-80.061074,wind_onshore,0,104.4,0
1170,ON,ON,42.949937,-82.368414,solar_PV,0,20,0
1171,ON,ON,42.949937,-82.368414,solar_PV,0,60,0
1172,ON,ON,44.102279,-80.756509,solar_PV,0,50,0
1173,ON,ON,42.497632,-81.887459,wind_onshore,0,98.9,0
1174,ON,ON,46.200015,-82.718005,hydro_run,0,7.2,1
1175,ON,ON,49.407375,-82.425672,hydro_run,0,9.62,1
1176,ON,ON,43.889852,-81.221537,wind_onshore,0,18,0
1177,ON,ON,43.889852,-81.221537,wind_onshore,0,15,0
1178,ON,ON,42.898784,-82.398346,NG_CC,0,577,2.73
1179,ON,ON,48.748576,-91.599004,hydro_run,0,8.37,1
1180,ON,ON,46.535877,-80.91839,hydro_run,0,5,1
1181,ON,ON,45.418989,-76.346418,hydro_daily,0,186,5
1182,ON,ON,42.847535,-80.061074,wind_onshore,0,125,0
1183,ON,ON,42.797131,-81.1522,solar_PV,0,10,0
1184,ON,ON,48.753378,-80.679196,hydro_daily,0,27.46,5
1185,ON,ON,48.740665,-86.3554,hydro_run,0,5,1
1186,ON,ON,42.402308,-82.162003,wind_onshore,0,90,0
1187,ON,ON,42.245309,-82.462345,solar_PV,0,5,0
1188,ON,ON,48.753641,-80.679933,NG_SC,0,36.5,6.88
1189,ON,ON,42.934042,-82.436865,NG_CG,0,510,2.73
1190,ON,ON,45.321328,-75.808698,biogas,0.4,6,9.72
1191,ON,ON,45.042842,-79.296033,hydro_run,0,2,1
1192,ON,ON,44.307198,-81.46388,wind_onshore,0,181.5,0
1193,ON,ON,48.740665,-86.3554,hydro_run,0,23,1
1194,ON,ON,48.748576,-91.599004,hydro_run,0,10,1
1195,ON,ON,42.286654,-82.916808,solar_PV,0,50,0
1196,ON,ON,48.740665,-86.3554,hydro_run,0,13.5,1
1197,ON,ON,43.86005,-78.903537,NG_CG,0,56,2.73
1198,ON,ON,49.742455,-95.244076,hydro_run,0,73,1
1199,ON,ON,44.241586,-76.565978,wind_onshore,0,197.8,0
1200,ON,ON,43.069752,-79.530934,wind_onshore,0,230,0
1201,ON,ON,46.431569,-83.385344,hydro_daily,0,239,5
1202,ON,ON,43.843524,-79.347428,NG_CG,0,5,2.73
1203,ON,ON,45.038837,-74.801845,solar_PV,0,10,0
1204,ON,ON,49.816533,-92.850058,hydro_run,0,1.25,1
1205,ON,ON,42.286654,-82.916808,NG_CG,0,72.28,2.73
1206,ON,ON,42.280653,-83.091713,NG_SC,0,122.78,6.88
1207,ON,ON,48.465893,-81.268818,hydro_run,0,15,1
1208,ON,ON,44.0755,-79.530688,NG_SC,0,393,6.88
1209,ON,ON,49.399329,-82.431747,hydro_run,0,16,1
1210,ON,ON,49.399329,-82.431747,hydro_run,0,5.5,1
1211,PE,PE,46.716263,-64.16535,wind_onshore,0,3,0
1212,PE,PE,46.249334,-63.688078,diesel_CT,0,15,8.32
1213,PE,PE,46.249334,-63.688078,diesel_CT,0,25,8.32
1214,PE,PE,46.277288,-63.1611,oil_ST,0,19,8.32
1215,PE,PE,46.277288,-63.1611,oil_ST,0,19,8.32
1216,PE,PE,46.277288,-63.1611,diesel_CT,0,49,8.32
1217,PE,PE,46.452549,-62.068192,wind_onshore,0,30,0
1218,PE,PE,46.454856,-62.314326,wind_onshore,0,30,0
1219,PE,PE,46.394599,-62.418547,wind_onshore,0,30,0
1220,PE,PE,46.716263,-64.16535,wind_onshore,0,10.6,0
1221,PE,PE,46.421732,-63.770395,solar_PV,0,21,0
1222,PE,PE,46.421732,-63.770395,solar_PV,0,10,0
1223,PE,PE,46.421732,-63.770395,diesel_CT,0,2.2,8.32
1224,PE,PE,46.421732,-63.770395,diesel_CT,0,2,8.32
1225,PE,PE,46.421732,-63.770395,diesel_CT,0,2,8.32
1226,PE,PE,46.421732,-63.770395,diesel_CT,0,2.2,8.32
1227,PE,PE,46.421732,-63.770395,diesel_CT,0,1.3,8.32
1228,PE,PE,46.421732,-63.770395,diesel_CT,0,1,8.32
1229,PE,PE,46.421732,-63.770395,diesel_CT,0,4.2,8.32
1230,PE,PE,46.421732,-63.770395,wind_onshore,0,12,0
1231,PE,PE,46.716263,-64.16535,wind_onshore,0,9,0
1232,PE,PE,46.682718,-64.383171,wind_onshore,0,99,0
1233,PE,PE,46.716263,-64.16535,wind_onshore,0,10,0
1234,QC,QC,45.41265,-72.001909,hydro_run,0,2.1,1
1235,QC,QC,48.375798,-71.286499,hydro_daily,0,7,5
1236,QC,QC,49.180979,-65.461829,wind_onshore,0,100.5,0
1237,QC,QC,50.194081,-66.59145,wind_onshore,0,200,0
1238,QC,QC,45.58773,-74.060394,hydro_run,0,3.4,1
1239,QC,QC,45.58773,-74.060394,hydro_run,0,1,1
1240,QC,QC,48.667122,-67.966114,wind_onshore,0,109.5,0
1241,QC,QC,46.392484,-72.35237,NG_CC,0,411,2.73
1242,QC,QC,45.31324,-73.917012,hydro_run,0,1900,1
1243,QC,QC,48.375798,-71.286499,hydro_run,0,18,1
1244,QC,QC,45.496135,-75.702082,biomass,0.4,16.5,7.07
1245,QC,QC,45.011385,-71.73654,hydro_run,0,1.6,1
1246,QC,QC,47.138072,-79.456947,hydro_run,0,3.3,1
1247,QC,QC,47.555923,-72.836714,hydro_daily,0,270,5
1248,QC,QC,45.560216,-73.646567,biogas,0.4,4.8,9.72
1249,QC,QC,46.723337,-71.792285,hydro_run,0,5,1
1250,QC,QC,48.521028,-71.613596,hydro_run,0,1,1
1251,QC,QC,47.138374,-79.457341,biomass,0.4,7,7.07
1252,QC,QC,48.521028,-71.613596,wind_onshore,0,23.5,0
1253,QC,QC,45.58229,-76.677924,hydro_run,0,61,1
1254,QC,QC,49.295233,-69.551063,hydro_monthly,0,1178,2
1255,QC,QC,49.171281,-69.225851,hydro_daily,0,845,5
1256,QC,QC,54.44902,-70.512774,hydro_monthly,0,469,2
1257,QC,QC,45.599702,-75.445713,hydro_run,0,20,1
1258,QC,QC,48.375798,-71.286499,hydro_daily,0,222,5
1259,QC,QC,48.375798,-71.286499,hydro_run,0,14.4,1
1260,QC,QC,47.891495,-73.717945,hydro_run,0,62,1
